COMBUSTIBLE,ESTADO,MODELO,FECHA_DE_REGISTRO,CLASIFICACION,CLASE,SERVICIO,MARCA,LINEA,CARROCERIA,CILINDRAJE,MODALIDAD,ORGANISMO_TRANSITO,MUNICIPIO,DEPARTAMENTO,CAPACIDAD_CARGA,CAPACIDAD_PASAJEROS,PESO,POTENCIA,EJES,CANTIDAD
GASO ELEC,ACTIVO,2022,2021,AUTOMOVIL,AUTOMOVIL,Particular,TOYOTA,COROLLA,SEDAN,1798,,STRIA TTEyTTO ENVIGADO,ENVIGADO,Antioquia,,,1825,126,2,1
GASO ELEC,ACTIVO,2022,2021,AUTOMOVIL,AUTOMOVIL,Particular,TOYOTA,COROLLA,SEDAN,1798,PASAJEROS,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,,,1825,126,2,1
GASO ELEC,ACTIVO,2022,2021,AUTOMOVIL,AUTOMOVIL,Particular,TOYOTA,COROLLA,SEDAN,1798,,STRIA TTEyTTO ENVIGADO,ENVIGADO,Antioquia,,,1825,126,2,1
GASO ELEC,ACTIVO,2022,2021,AUTOMOVIL,CAMIONETA,Particular,TOYOTA,COROLLA CROSS,WAGON,1798,,STRIA TTEyTTO ENVIGADO,ENVIGADO,Antioquia,,,1850,126,2,1
GASO ELEC,ACTIVO,2022,2021,AUTOMOVIL,CAMIONETA,Particular,TOYOTA,COROLLA CROSS,WAGON,1798,,STRIA TTOyTTE MCPAL SABANETA,SABANETA,Antioquia,,,1850,126,2,1
GASO ELEC,ACTIVO,2022,2021,AUTOMOVIL,CAMIONETA,Particular,TOYOTA,COROLLA CROSS,WAGON,1798,PASAJEROS,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,,,1850,126,2,1
GASO ELEC,ACTIVO,2022,2021,AUTOMOVIL,CAMPERO,Particular,LAND ROVER,RANGE ROVER SPORT 3.0 360PS DYN HSE MHEV,CABINADO,2996,,STRIA TTOyTTE MCPAL SABANETA,SABANETA,Antioquia,,,3050,356,2,1
GASO ELEC,ACTIVO,2022,2021,AUTOMOVIL,AUTOMOVIL,Particular,TOYOTA,COROLLA,SEDAN,1798,PASAJEROS,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,,,1825,126,2,1
GASO ELEC,ACTIVO,2022,2021,AUTOMOVIL,AUTOMOVIL,Particular,TOYOTA,COROLLA,SEDAN,1798,,STRIA TTEyTTO ENVIGADO,ENVIGADO,Antioquia,,,1825,126,2,1
GASO ELEC,ACTIVO,2022,2021,AUTOMOVIL,AUTOMOVIL,Particular,TOYOTA,COROLLA,SEDAN,1798,PASAJEROS,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,,,1825,126,2,1
GASO ELEC,ACTIVO,2022,2021,AUTOMOVIL,CAMIONETA,Particular,TOYOTA,COROLLA CROSS,WAGON,1798,PASAJEROS,STRIA TTEyTTO ENVIGADO,ENVIGADO,Antioquia,,,1850,126,2,1
GASO ELEC,ACTIVO,2022,2021,AUTOMOVIL,CAMIONETA,Particular,TOYOTA,COROLLA CROSS,WAGON,1798,,STRIA TTOyTTE MCPAL SABANETA,SABANETA,Antioquia,,,1850,126,2,1
GASO ELEC,ACTIVO,2022,2021,AUTOMOVIL,AUTOMOVIL,Particular,TOYOTA,COROLLA,SEDAN,1798,PASAJEROS,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,,,1825,126,2,1
GASO ELEC,ACTIVO,2022,2021,AUTOMOVIL,AUTOMOVIL,Particular,TOYOTA,COROLLA,SEDAN,1798,PASAJEROS,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,,,1825,126,2,1
GASO ELEC,ACTIVO,2022,2021,AUTOMOVIL,AUTOMOVIL,Particular,TOYOTA,COROLLA,SEDAN,1798,,STRIA TTEyTTO ENVIGADO,ENVIGADO,Antioquia,,,1825,126,2,1
GASO ELEC,ACTIVO,2022,2021,AUTOMOVIL,CAMIONETA,Particular,KIA,STONIC,WAGON,998,,STRIA TTEyTTO ENVIGADO,ENVIGADO,Antioquia,,,1680,118,2,1
GASO ELEC,ACTIVO,2022,2021,AUTOMOVIL,CAMIONETA,Particular,TOYOTA,COROLLA CROSS,WAGON,1798,,STRIA TTOyTTE MCPAL SABANETA,SABANETA,Antioquia,,,1850,126,2,1
GASO ELEC,ACTIVO,2022,2021,AUTOMOVIL,AUTOMOVIL,Particular,TOYOTA,COROLLA,SEDAN,1798,,STRIA TTEyTTO ENVIGADO,ENVIGADO,Antioquia,,,1825,126,2,1
DIES ELEC,ACTIVO,2021,2020,AUTOMOVIL,CAMIONETA,Particular,KIA,SPORTAGE HÍBRIDA,WAGON,1598,PASAJEROS,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,,,2145,134,2,1
DIES ELEC,ACTIVO,2020,2020,AUTOMOVIL,CAMIONETA,Particular,KIA,SPORTAGE HÍBRIDA,WAGON,1598,PASAJEROS,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,,,2145,134,2,1
DIES ELEC,ACTIVO,2020,2020,AUTOMOVIL,CAMIONETA,Particular,KIA,SPORTAGE HÍBRIDA,WAGON,1598,PASAJEROS,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,,,0,134,2,1
DIES ELEC,ACTIVO,2020,2020,AUTOMOVIL,CAMIONETA,Particular,KIA,SPORTAGE HÍBRIDA,WAGON,1598,PASAJEROS,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,,,0,134,2,1
DIES ELEC,ACTIVO,2020,2020,AUTOMOVIL,CAMIONETA,Particular,KIA,SPORTAGE HÍBRIDA,WAGON,1598,PASAJEROS,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,,,2145,134,2,1
DIES ELEC,ACTIVO,2020,2020,AUTOMOVIL,CAMIONETA,Particular,KIA,SPORTAGE HÍBRIDA,WAGON,1598,,STRIA TTOyTTE MCPAL SABANETA,SABANETA,Antioquia,,,0,134,2,1
DIES ELEC,ACTIVO,2020,2020,AUTOMOVIL,CAMIONETA,Particular,KIA,SPORTAGE HÍBRIDA,WAGON,1598,PASAJEROS,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,,,2145,134,2,1
GASO ELEC,ACTIVO,2022,2022,AUTOMOVIL,CAMIONETA,Particular,TOYOTA,COROLLA CROSS,WAGON,1798,,STRIA TTEyTTO ENVIGADO,ENVIGADO,Antioquia,,,1850,126,2,1
DIES ELEC,ACTIVO,2020,2020,AUTOMOVIL,CAMIONETA,Particular,KIA,SPORTAGE HÍBRIDA,WAGON,1598,,STRIA TTEyTTO ENVIGADO,ENVIGADO,Antioquia,,,2145,134,2,1
GASO ELEC,ACTIVO,2022,2022,AUTOMOVIL,CAMIONETA,Particular,TOYOTA,COROLLA CROSS,WAGON,1798,,STRIA TTOyTTE MCPAL SABANETA,SABANETA,Antioquia,,,1850,126,2,1
GASO ELEC,ACTIVO,2022,2022,AUTOMOVIL,CAMIONETA,Particular,TOYOTA,COROLLA CROSS,WAGON,1798,PASAJEROS,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,,,1850,126,2,1
DIES ELEC,ACTIVO,2020,2020,AUTOMOVIL,CAMIONETA,Particular,KIA,SPORTAGE HÍBRIDA,WAGON,1598,,STRIA TTEyTTO ENVIGADO,ENVIGADO,Antioquia,,,2145,134,2,1
DIES ELEC,ACTIVO,2020,2019,AUTOMOVIL,CAMIONETA,Particular,KIA,SPORTAGE HÍBRIDA,WAGON,1598,PASAJEROS,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,,,2145,134,2,1
GASO ELEC,ACTIVO,2022,2022,AUTOMOVIL,CAMIONETA,Particular,TOYOTA,COROLLA CROSS,WAGON,1798,PASAJEROS,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,,,1850,126,2,1
GASO ELEC,ACTIVO,2022,2022,AUTOMOVIL,CAMIONETA,Particular,TOYOTA,COROLLA CROSS,WAGON,1798,PASAJEROS,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,,,1850,126,2,1
GASO ELEC,ACTIVO,2022,2022,AUTOMOVIL,AUTOMOVIL,Particular,TOYOTA,COROLLA,SEDAN,1798,PASAJEROS,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,,,1795,126,2,1
GASO ELEC,ACTIVO,2022,2021,AUTOMOVIL,AUTOMOVIL,Particular,SUZUKI,SWIFT,HATCH BACK,1242,,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,,,1365,88,2,1
GASO ELEC,ACTIVO,2022,2021,AUTOMOVIL,AUTOMOVIL,Particular,SUZUKI,SWIFT,HATCH BACK,1242,PASAJEROS,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,,,1365,88,2,1
GASO ELEC,ACTIVO,2020,2020,AUTOMOVIL,AUTOMOVIL,Particular,TOYOTA,COROLLA,SEDAN,1798,,STRIA TTEyTTO ENVIGADO,ENVIGADO,Antioquia,,,1825,126,2,1
GASO ELEC,ACTIVO,2020,2020,AUTOMOVIL,AUTOMOVIL,Particular,TOYOTA,COROLLA,SEDAN,1798,PASAJEROS,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,,,1825,126,2,1
GASO ELEC,ACTIVO,2020,2020,AUTOMOVIL,AUTOMOVIL,Particular,TOYOTA,COROLLA,SEDAN,1798,PASAJEROS,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,,,1825,126,2,1
GASO ELEC,ACTIVO,2020,2020,AUTOMOVIL,AUTOMOVIL,Particular,TOYOTA,COROLLA,SEDAN,1798,,STRIA TTEyTTO ENVIGADO,ENVIGADO,Antioquia,,,1825,126,2,1
GASO ELEC,ACTIVO,2020,2020,AUTOMOVIL,AUTOMOVIL,Particular,TOYOTA,COROLLA,SEDAN,1798,,STRIA TTOyTTE MCPAL SABANETA,SABANETA,Antioquia,,,1825,126,2,1
GASO ELEC,ACTIVO,2020,2020,AUTOMOVIL,AUTOMOVIL,Particular,TOYOTA,COROLLA,SEDAN,1798,,STRIA TTEyTTO ENVIGADO,ENVIGADO,Antioquia,,,1825,126,2,1
GASO ELEC,ACTIVO,2020,2020,AUTOMOVIL,AUTOMOVIL,Particular,TOYOTA,COROLLA,SEDAN,1798,PASAJEROS,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,,,1825,126,2,1
GASO ELEC,ACTIVO,2020,2020,AUTOMOVIL,AUTOMOVIL,Particular,TOYOTA,COROLLA,SEDAN,1798,PASAJEROS,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,,,1825,126,2,1
GASO ELEC,ACTIVO,2021,2021,AUTOMOVIL,AUTOMOVIL,Particular,TOYOTA,COROLLA,SEDAN,1798,,STRIA TTEyTTO ENVIGADO,ENVIGADO,Antioquia,,,1825,126,2,1
GASO ELEC,ACTIVO,2021,2021,AUTOMOVIL,AUTOMOVIL,Particular,TOYOTA,COROLLA,SEDAN,1798,,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,,,1825,126,2,1
GASO ELEC,ACTIVO,2021,2021,AUTOMOVIL,AUTOMOVIL,Particular,TOYOTA,COROLLA,SEDAN,1798,,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,,,1825,126,2,1
GASO ELEC,ACTIVO,2020,2020,AUTOMOVIL,AUTOMOVIL,Particular,TOYOTA,COROLLA,SEDAN,1798,PASAJEROS,STRIA TTEyTTO ENVIGADO,ENVIGADO,Antioquia,,,1825,126,2,1
GASO ELEC,ACTIVO,2022,2021,AUTOMOVIL,CAMIONETA,Particular,AUDI,Q5,WAGON,1984,,STRIA TTEyTTO ENVIGADO,ENVIGADO,Antioquia,,,2445,249,2,1
GASO ELEC,ACTIVO,2022,2021,AUTOMOVIL,CAMIONETA,Particular,TOYOTA,COROLLA CROSS,WAGON,1798,,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,,,1850,126,2,1
GASO ELEC,ACTIVO,2022,2021,AUTOMOVIL,AUTOMOVIL,Particular,TOYOTA,COROLLA,SEDAN,1798,,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,,,1825,126,2,1
GASO ELEC,ACTIVO,2022,2021,AUTOMOVIL,AUTOMOVIL,Particular,TOYOTA,COROLLA,SEDAN,1798,,STRIA TTEyTTO ENVIGADO,ENVIGADO,Antioquia,,,1825,126,2,1
GASO ELEC,ACTIVO,2022,2021,AUTOMOVIL,CAMIONETA,Particular,MERCEDES BENZ,GLE 450 4MATIC,WAGON,2999,PASAJEROS,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,,,3000,362,2,1
GASO ELEC,ACTIVO,2022,2021,AUTOMOVIL,CAMIONETA,Particular,MERCEDES BENZ,GLE 450 4MATIC,WAGON,2999,PASAJEROS,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,,,3000,362,2,1
GASO ELEC,ACTIVO,2022,2021,AUTOMOVIL,CAMIONETA,Particular,MERCEDES BENZ,AMG GLE 53 4MATIC COUPE,WAGON,2999,,STRIA TTEyTTO ENVIGADO,ENVIGADO,Antioquia,,,3050,429,2,1
GASO ELEC,ACTIVO,2022,2021,AUTOMOVIL,CAMIONETA,Particular,MERCEDES BENZ,AMG GLE 53 4MATIC COUPE,WAGON,2999,,STRIA TTEyTTO ENVIGADO,ENVIGADO,Antioquia,,,3050,429,2,1
GASO ELEC,ACTIVO,2022,2021,AUTOMOVIL,CAMIONETA,Particular,MERCEDES BENZ,GLE 450 4MATIC,WAGON,2999,PASAJEROS,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,,,3000,362,2,1
GASO ELEC,ACTIVO,2022,2021,AUTOMOVIL,CAMIONETA,Particular,AUDI,Q5 SPORTBACK,WAGON,1984,,STRIA TTEyTTO ENVIGADO,ENVIGADO,Antioquia,,,2445,249,2,1
GASO ELEC,ACTIVO,2022,2021,AUTOMOVIL,AUTOMOVIL,Particular,TOYOTA,COROLLA,SEDAN,1798,,STRIA TTOyTTE MCPAL SABANETA,SABANETA,Antioquia,,,1825,126,2,1
GASO ELEC,ACTIVO,2022,2021,AUTOMOVIL,CAMIONETA,Particular,AUDI,Q5,WAGON,1984,PASAJEROS,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,,,2445,249,2,1
GASO ELEC,ACTIVO,2022,2021,AUTOMOVIL,AUTOMOVIL,Particular,TOYOTA,COROLLA,SEDAN,1798,,STRIA TTEyTTO ENVIGADO,ENVIGADO,Antioquia,,,1825,126,2,1
GASO ELEC,ACTIVO,2022,2021,AUTOMOVIL,AUTOMOVIL,Particular,TOYOTA,COROLLA,SEDAN,1798,,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,,,1825,126,2,1
GASO ELEC,ACTIVO,2022,2021,AUTOMOVIL,CAMIONETA,Particular,TOYOTA,COROLLA CROSS,WAGON,1798,,STRIA TTEyTTO ENVIGADO,ENVIGADO,Antioquia,,,1850,126,2,1
GASO ELEC,ACTIVO,2022,2021,AUTOMOVIL,CAMIONETA,Particular,TOYOTA,COROLLA CROSS,WAGON,1798,PASAJEROS,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,,,1850,126,2,1
GASO ELEC,ACTIVO,2020,2020,AUTOMOVIL,AUTOMOVIL,Particular,MINI,COOPER S E ALL4,HATCH BACK,1499,PASAJEROS,STRIA TTEyTTO ENVIGADO,ENVIGADO,Antioquia,,,1775,136,2,1
GASO ELEC,ACTIVO,2022,2021,AUTOMOVIL,CAMIONETA,Particular,TOYOTA,COROLLA CROSS,WAGON,1798,,STRIA TTOyTTE MCPAL SABANETA,SABANETA,Antioquia,,,1850,126,2,1
GASO ELEC,ACTIVO,2022,2021,AUTOMOVIL,CAMIONETA,Particular,TOYOTA,COROLLA CROSS,WAGON,1798,,STRIA TTEyTTO ENVIGADO,ENVIGADO,Antioquia,,,1850,126,2,1
GASO ELEC,ACTIVO,2022,2021,AUTOMOVIL,CAMIONETA,Particular,TOYOTA,COROLLA CROSS,WAGON,1798,PASAJEROS,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,,,1850,126,2,1
GASO ELEC,ACTIVO,2022,2021,AUTOMOVIL,CAMIONETA,Particular,TOYOTA,COROLLA CROSS,WAGON,1798,,STRIA TTEyTTO ENVIGADO,ENVIGADO,Antioquia,,,1850,126,2,1
GASO ELEC,ACTIVO,2022,2021,AUTOMOVIL,CAMIONETA,Particular,TOYOTA,COROLLA CROSS,WAGON,1798,,STRIA TTEyTTO ENVIGADO,ENVIGADO,Antioquia,,,1850,126,2,1
GASO ELEC,ACTIVO,2022,2021,AUTOMOVIL,CAMIONETA,Particular,TOYOTA,COROLLA CROSS,WAGON,1798,,STRIA TTEyTTO ENVIGADO,ENVIGADO,Antioquia,,,1850,126,2,1
GASO ELEC,ACTIVO,2021,2021,AUTOMOVIL,CAMPERO,Particular,TOYOTA,RAV 4,WAGON,2487,,STRIA TTOyTTE MCPAL SABANETA,SABANETA,Antioquia,,,1720,176,2,1
GASO ELEC,ACTIVO,2022,2021,AUTOMOVIL,CAMIONETA,Particular,TOYOTA,COROLLA CROSS,WAGON,1798,,STRIA TTEyTTO ENVIGADO,ENVIGADO,Antioquia,,,1850,126,2,1
GASO ELEC,ACTIVO,2022,2021,AUTOMOVIL,CAMIONETA,Particular,TOYOTA,COROLLA CROSS,WAGON,1798,,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,,,1850,126,2,1
GASO ELEC,ACTIVO,2022,2021,AUTOMOVIL,CAMIONETA,Particular,TOYOTA,COROLLA CROSS,WAGON,1798,,STRIA TTOyTTE MCPAL SABANETA,SABANETA,Antioquia,,,1850,126,2,1
GASO ELEC,ACTIVO,2022,2021,AUTOMOVIL,AUTOMOVIL,Particular,MINI,COOPER S E ALL4 COUNTRYMAN,HATCH BACK,1499,PASAJEROS,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,,,1790,220,2,1
GASO ELEC,ACTIVO,2022,2021,AUTOMOVIL,CAMIONETA,Particular,TOYOTA,COROLLA CROSS,WAGON,1798,PASAJEROS,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,,,1850,126,2,1
GASO ELEC,ACTIVO,2022,2022,AUTOMOVIL,CAMIONETA,Particular,HYUNDAI,KONA HIBRIDA,WAGON,1580,PASAJEROS,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,,,1880,103,2,1
GASO ELEC,ACTIVO,2022,2021,AUTOMOVIL,CAMIONETA,Particular,MERCEDES BENZ,GLE 450 4MATIC COUPÉ,WAGON,2999,,STRIA TTOyTTE MCPAL SABANETA,SABANETA,Antioquia,,,3040,362,2,1
GASO ELEC,ACTIVO,2022,2022,AUTOMOVIL,CAMIONETA,Particular,HYUNDAI,KONA HIBRIDA,WAGON,1580,PASAJEROS,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,,,1880,103,2,1
GASO ELEC,ACTIVO,2022,2022,AUTOMOVIL,CAMIONETA,Particular,HYUNDAI,KONA HIBRIDA,WAGON,1580,PASAJEROS,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,,,1880,103,2,1
GASO ELEC,ACTIVO,2022,2022,AUTOMOVIL,CAMIONETA,Particular,HYUNDAI,KONA HIBRIDA,WAGON,1580,PASAJEROS,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,,,1880,103,2,1
GASO ELEC,ACTIVO,2022,2022,AUTOMOVIL,CAMIONETA,Particular,HYUNDAI,KONA HIBRIDA,WAGON,1580,PASAJEROS,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,,,1880,103,2,1
GASO ELEC,ACTIVO,2020,2020,AUTOMOVIL,AUTOMOVIL,Particular,TOYOTA,COROLLA,SEDAN,1798,PASAJEROS,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,,,1825,126,2,1
GASO ELEC,ACTIVO,2020,2020,AUTOMOVIL,AUTOMOVIL,Particular,TOYOTA,COROLLA,SEDAN,1798,,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,,,1825,126,2,1
GASO ELEC,ACTIVO,2021,2021,AUTOMOVIL,CAMIONETA,Particular,BMW,X3 XDRIVE30E,WAGON,1998,,STRIA TTOyTTE MCPAL SABANETA,SABANETA,Antioquia,,,1735,184,2,1
GASO ELEC,ACTIVO,2022,2021,AUTOMOVIL,CAMIONETA,Particular,BMW,X5 XDRIVE45E,WAGON,2998,PASAJEROS,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,,,2030,286,2,1
GASO ELEC,ACTIVO,2022,2021,AUTOMOVIL,CAMIONETA,Particular,BMW,X5 XDRIVE45E,WAGON,2998,,STRIA TTOyTTE MCPAL SABANETA,SABANETA,Antioquia,,,2030,286,2,1
GASO ELEC,ACTIVO,2022,2022,AUTOMOVIL,CAMIONETA,Particular,VOLVO,XC90,WAGON,1969,PASAJEROS,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,,,2790,314,2,1
GASO ELEC,ACTIVO,2022,2022,AUTOMOVIL,CAMIONETA,Particular,VOLVO,XC60,WAGON,1969,PASAJEROS,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,,,2700,407,2,1
GASO ELEC,ACTIVO,2022,2022,AUTOMOVIL,CAMIONETA,Particular,VOLVO,XC60,WAGON,1969,,STRIA TTOyTTE MCPAL SABANETA,SABANETA,Antioquia,,,2700,407,2,1
GASO ELEC,ACTIVO,2022,2022,AUTOMOVIL,CAMIONETA,Particular,VOLVO,XC60,WAGON,1969,PASAJEROS,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,,,2450,264,2,1
GASO ELEC,ACTIVO,2022,2021,AUTOMOVIL,CAMIONETA,Particular,TOYOTA,COROLLA CROSS,WAGON,1798,PASAJEROS,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,,,1850,126,2,1
GASO ELEC,ACTIVO,2022,2021,AUTOMOVIL,CAMIONETA,Particular,TOYOTA,COROLLA CROSS,WAGON,1798,,STRIA TTOyTTE MCPAL SABANETA,SABANETA,Antioquia,,,1850,126,2,1
GASO ELEC,ACTIVO,2022,2021,AUTOMOVIL,AUTOMOVIL,Particular,MINI,COOPER S E ALL4 COUNTRYMAN,HATCH BACK,1499,PASAJEROS,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,,,1790,220,2,1
GASO ELEC,ACTIVO,2022,2021,AUTOMOVIL,CAMIONETA,Particular,TOYOTA,COROLLA CROSS,WAGON,1798,,STRIA TTOyTTE MCPAL SABANETA,SABANETA,Antioquia,,,1850,126,2,1
GASO ELEC,ACTIVO,2022,2021,AUTOMOVIL,AUTOMOVIL,Particular,SUZUKI,SWIFT,HATCH BACK,1242,PASAJEROS,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,,,1365,88,2,1
GASO ELEC,ACTIVO,2022,2021,AUTOMOVIL,AUTOMOVIL,Particular,SUZUKI,SWIFT,HATCH BACK,1242,,STRIA TTOyTTE MCPAL SABANETA,SABANETA,Antioquia,,,1365,88,2,1
GASO ELEC,ACTIVO,2021,2021,AUTOMOVIL,CAMPERO,Particular,TOYOTA,RAV 4,WAGON,2487,,STRIA TTEyTTO ENVIGADO,ENVIGADO,Antioquia,,,1720,176,2,1
GASO ELEC,ACTIVO,2021,2021,AUTOMOVIL,CAMPERO,Particular,TOYOTA,RAV 4,WAGON,2487,PASAJEROS,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,,,1720,176,2,1
GASO ELEC,ACTIVO,2021,2021,AUTOMOVIL,CAMPERO,Particular,TOYOTA,RAV 4,WAGON,2487,,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,,,1680,176,2,1
GASO ELEC,ACTIVO,2021,2021,AUTOMOVIL,CAMPERO,Particular,TOYOTA,RAV 4,WAGON,2487,PASAJEROS,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,,,1680,176,2,1
GASO ELEC,ACTIVO,2022,2021,AUTOMOVIL,CAMIONETA,Particular,TOYOTA,COROLLA CROSS,WAGON,1798,PASAJEROS,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,,,1850,126,2,1
GASO ELEC,ACTIVO,2022,2021,AUTOMOVIL,CAMIONETA,Particular,TOYOTA,COROLLA CROSS,WAGON,1798,PASAJEROS,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,,,1850,126,2,1
GASO ELEC,ACTIVO,2022,2021,AUTOMOVIL,CAMIONETA,Particular,TOYOTA,COROLLA CROSS,WAGON,1798,,STRIA TTEyTTO ENVIGADO,ENVIGADO,Antioquia,,,1850,126,2,1
GASO ELEC,ACTIVO,2022,2021,AUTOMOVIL,AUTOMOVIL,Particular,SUZUKI,SWIFT,HATCH BACK,1242,PASAJEROS,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,,,1365,88,2,1
GASO ELEC,ACTIVO,2022,2021,AUTOMOVIL,AUTOMOVIL,Particular,SUZUKI,SWIFT,HATCH BACK,1242,,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,,,1365,88,2,1
GASO ELEC,ACTIVO,2022,2021,AUTOMOVIL,AUTOMOVIL,Particular,TOYOTA,COROLLA,SEDAN,1798,PASAJEROS,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,,,1795,126,2,1
GASO ELEC,ACTIVO,2022,2021,AUTOMOVIL,AUTOMOVIL,Particular,TOYOTA,COROLLA,SEDAN,1798,PASAJEROS,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,,,1795,126,2,1
GASO ELEC,ACTIVO,2022,2021,AUTOMOVIL,AUTOMOVIL,Particular,TOYOTA,COROLLA,SEDAN,1798,PASAJEROS,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,,,1795,126,2,1
GASO ELEC,ACTIVO,2022,2021,AUTOMOVIL,CAMIONETA,Particular,TOYOTA,COROLLA CROSS,WAGON,1798,PASAJEROS,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,,,1850,126,2,1
GASO ELEC,ACTIVO,2022,2021,AUTOMOVIL,CAMIONETA,Particular,TOYOTA,COROLLA CROSS,WAGON,1798,PASAJEROS,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,,,1850,126,2,1
GASO ELEC,ACTIVO,2022,2021,AUTOMOVIL,CAMIONETA,Particular,TOYOTA,COROLLA CROSS,WAGON,1798,PASAJEROS,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,,,1850,126,2,1
GASO ELEC,ACTIVO,2022,2021,AUTOMOVIL,CAMIONETA,Particular,TOYOTA,COROLLA CROSS,WAGON,1798,PASAJEROS,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,,,1850,126,2,1
GASO ELEC,ACTIVO,2021,2021,AUTOMOVIL,CAMIONETA,Particular,AUDI,Q5 SPORTBACK,WAGON,1984,PASAJEROS,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,,,2445,249,2,1
GASO ELEC,ACTIVO,2022,2021,AUTOMOVIL,CAMIONETA,Particular,TOYOTA,COROLLA CROSS,WAGON,1798,PASAJEROS,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,,,1850,126,2,1
