COMBUSTIBLE,ESTADO,FECHA_DE_REGISTRO,CLASE,SERVICIO,MUNICIPIO,DEPARTAMENTO,CANTIDAD
GASOLINA,ACTIVO,1998,CUATRIMOTO,PARTICULAR,ITAGUI,ANTIOQUIA,1
GASOLINA,ACTIVO,1998,MAQ. AGRICOLA,PARTICULAR,ITAGUI,ANTIOQUIA,5
GASOLINA,ACTIVO,1998,MAQ. INDUSTRIAL,PARTICULAR,ITAGUI,ANTIOQUIA,1
GASOLINA,ACTIVO,1998,MICROBUS,PARTICULAR,ITAGUI,ANTIOQUIA,7
GASOLINA,ACTIVO,1998,MOTOCICLETA,PARTICULAR,ITAGUI,ANTIOQUIA,630
GASOLINA,INCONSISTENTE,1998,MOTOCICLETA,PARTICULAR,ITAGUI,ANTIOQUIA,3
DIESEL,ACTIVO,1998,VOLQUETA,PARTICULAR,ITAGUI,ANTIOQUIA,1
GASOLINA,ACTIVO,1998,AUTOMOVIL,PÚBLICO,ITAGUI,ANTIOQUIA,14
DIESEL,ACTIVO,1998,BUS,PÚBLICO,ITAGUI,ANTIOQUIA,2
GASOLINA,ACTIVO,1998,BUSETA,PÚBLICO,ITAGUI,ANTIOQUIA,1
DIESEL,ACTIVO,1998,CAMION,PÚBLICO,ITAGUI,ANTIOQUIA,34
GASOLINA,ACTIVO,1998,CAMIONETA,PÚBLICO,ITAGUI,ANTIOQUIA,8
GASOLINA,ACTIVO,1998,CAMPERO,PÚBLICO,ITAGUI,ANTIOQUIA,1
GASOLINA,ACTIVO,1998,MICROBUS,PÚBLICO,ITAGUI,ANTIOQUIA,44
GASOLINA,ACTIVO,1998,TRACTOCAMION,PÚBLICO,ITAGUI,ANTIOQUIA,8
GASOLINA,ACTIVO,1998,AUTOMOVIL,PARTICULAR,LA ESTRELLA,ANTIOQUIA,5
GASOLINA,ACTIVO,1998,CAMIONETA,PARTICULAR,LA ESTRELLA,ANTIOQUIA,7
GASOLINA,ACTIVO,1998,CAMPERO,PARTICULAR,LA ESTRELLA,ANTIOQUIA,4
GASOLINA,ACTIVO,1998,MOTOCICLETA,PARTICULAR,LA ESTRELLA,ANTIOQUIA,18
DIESEL,ACTIVO,1998,CAMION,PÚBLICO,LA ESTRELLA,ANTIOQUIA,2
GASOLINA,ACTIVO,1998,CAMIONETA,PÚBLICO,LA ESTRELLA,ANTIOQUIA,1
GASOLINA,ACTIVO,1998,SEMIREMOLQUE,NO REGISTRA,MEDELLIN,ANTIOQUIA,219
GASOLINA,ACTIVO,1998,AUTOMOVIL,OFICIAL,MEDELLIN,ANTIOQUIA,2
DIESEL,ACTIVO,1998,CAMION,OFICIAL,MEDELLIN,ANTIOQUIA,25
GASOLINA,ACTIVO,1998,CAMIONETA,OFICIAL,MEDELLIN,ANTIOQUIA,5
GASOLINA,ACTIVO,1998,CAMPERO,OFICIAL,MEDELLIN,ANTIOQUIA,8
GASOLINA,ACTIVO,1998,MAQ. INDUSTRIAL,OFICIAL,MEDELLIN,ANTIOQUIA,4
GASOLINA,ACTIVO,1998,MOTOCICLETA,OFICIAL,MEDELLIN,ANTIOQUIA,12
GASOLINA,ACTIVO,1998,AUTOMOVIL,PARTICULAR,MEDELLIN,ANTIOQUIA,2948
GASOLINA,INCONSISTENTE,1998,AUTOMOVIL,PARTICULAR,MEDELLIN,ANTIOQUIA,7
DIESEL,ACTIVO,1998,BUS,PARTICULAR,MEDELLIN,ANTIOQUIA,1
GASOLINA,ACTIVO,1998,BUSETA,PARTICULAR,MEDELLIN,ANTIOQUIA,2
DIESEL,ACTIVO,1998,CAMION,PARTICULAR,MEDELLIN,ANTIOQUIA,30
DIESEL,INCONSISTENTE,1998,CAMION,PARTICULAR,MEDELLIN,ANTIOQUIA,2
GASOLINA,ACTIVO,1998,CAMIONETA,PARTICULAR,MEDELLIN,ANTIOQUIA,880
GASOLINA,INCONSISTENTE,1998,CAMIONETA,PARTICULAR,MEDELLIN,ANTIOQUIA,4
GASOLINA,INCONSISTENTE,1998,CAMPERO,PARTICULAR,MEDELLIN,ANTIOQUIA,7
GASOLINA,ACTIVO,1998,CAMPERO,PARTICULAR,MEDELLIN,ANTIOQUIA,595
GASOLINA,ACTIVO,1998,CUATRIMOTO,PARTICULAR,MEDELLIN,ANTIOQUIA,7
GASOLINA,ACTIVO,1998,MAQ. AGRICOLA,PARTICULAR,MEDELLIN,ANTIOQUIA,2
GASOLINA,ACTIVO,1998,MAQ. INDUSTRIAL,PARTICULAR,MEDELLIN,ANTIOQUIA,11
GASOLINA,ACTIVO,1998,MICROBUS,PARTICULAR,MEDELLIN,ANTIOQUIA,13
GASOLINA,ACTIVO,1998,MOTOCICLETA,PARTICULAR,MEDELLIN,ANTIOQUIA,548
GASOLINA,INCONSISTENTE,1998,MOTOCICLETA,PARTICULAR,MEDELLIN,ANTIOQUIA,1
GASOLINA,ACTIVO,1998,AUTOMOVIL,PÚBLICO,MEDELLIN,ANTIOQUIA,53
GASOLINA,INCONSISTENTE,1998,AUTOMOVIL,PÚBLICO,MEDELLIN,ANTIOQUIA,1
DIESEL,ACTIVO,1998,BUS,PÚBLICO,MEDELLIN,ANTIOQUIA,33
GASOLINA,ACTIVO,1998,BUSETA,PÚBLICO,MEDELLIN,ANTIOQUIA,5
GASOLINA,INCONSISTENTE,1998,BUSETA,PÚBLICO,MEDELLIN,ANTIOQUIA,1
DIESEL,ACTIVO,1998,CAMION,PÚBLICO,MEDELLIN,ANTIOQUIA,83
GASOLINA,ACTIVO,1998,CAMIONETA,PÚBLICO,MEDELLIN,ANTIOQUIA,65
GASOLINA,INCONSISTENTE,1998,CAMIONETA,PÚBLICO,MEDELLIN,ANTIOQUIA,1
GASOLINA,ACTIVO,1998,CAMPERO,PÚBLICO,MEDELLIN,ANTIOQUIA,1
GASOLINA,ACTIVO,1998,MICROBUS,PÚBLICO,MEDELLIN,ANTIOQUIA,100
GASOLINA,INCONSISTENTE,1998,MICROBUS,PÚBLICO,MEDELLIN,ANTIOQUIA,3
GASOLINA,ACTIVO,1998,TRACTOCAMION,PÚBLICO,MEDELLIN,ANTIOQUIA,17
DIESEL,ACTIVO,1998,VOLQUETA,PÚBLICO,MEDELLIN,ANTIOQUIA,1
GASOLINA,ACTIVO,1998,SEMIREMOLQUE,NO REGISTRA,SABANETA,ANTIOQUIA,3
GASOLINA,ACTIVO,1998,AUTOMOVIL,PARTICULAR,SABANETA,ANTIOQUIA,125
DIESEL,ACTIVO,1998,CAMION,PARTICULAR,SABANETA,ANTIOQUIA,8
GASOLINA,ACTIVO,1998,CAMIONETA,PARTICULAR,SABANETA,ANTIOQUIA,38
GASOLINA,ACTIVO,1998,CAMPERO,PARTICULAR,SABANETA,ANTIOQUIA,77
GASOLINA,ACTIVO,1998,MICROBUS,PARTICULAR,SABANETA,ANTIOQUIA,2
GASOLINA,ACTIVO,1998,MOTOCICLETA,PARTICULAR,SABANETA,ANTIOQUIA,67
GASOLINA,ACTIVO,1998,AUTOMOVIL,PÚBLICO,SABANETA,ANTIOQUIA,9
DIESEL,ACTIVO,1998,BUS,PÚBLICO,SABANETA,ANTIOQUIA,1
DIESEL,ACTIVO,1998,CAMION,PÚBLICO,SABANETA,ANTIOQUIA,15
GASOLINA,ACTIVO,1998,CAMIONETA,PÚBLICO,SABANETA,ANTIOQUIA,5
GASOLINA,ACTIVO,1998,TRACTOCAMION,PÚBLICO,SABANETA,ANTIOQUIA,3
GASOLINA,ACTIVO,1999,AUTOMOVIL,PARTICULAR,BARBOSA,ANTIOQUIA,3
DIESEL,ACTIVO,1999,CAMION,PARTICULAR,BARBOSA,ANTIOQUIA,7
GASOLINA,ACTIVO,1999,CAMIONETA,PARTICULAR,BARBOSA,ANTIOQUIA,3
GASOLINA,ACTIVO,1999,CAMPERO,PARTICULAR,BARBOSA,ANTIOQUIA,6
GASOLINA,ACTIVO,1999,MAQ. INDUSTRIAL,PARTICULAR,BARBOSA,ANTIOQUIA,1
GASOLINA,ACTIVO,1999,MOTOCICLETA,PARTICULAR,BARBOSA,ANTIOQUIA,217
DIESEL,ACTIVO,1999,VOLQUETA,PARTICULAR,BARBOSA,ANTIOQUIA,1
DIESEL,ACTIVO,1999,CAMION,PÚBLICO,BARBOSA,ANTIOQUIA,6
GASOLINA,ACTIVO,1999,TRACTOCAMION,PÚBLICO,BARBOSA,ANTIOQUIA,1
GASOLINA,ACTIVO,1999,AUTOMOVIL,OFICIAL,BELLO,ANTIOQUIA,1
DIESEL,ACTIVO,1999,BUS,OFICIAL,BELLO,ANTIOQUIA,2
GASOLINA,ACTIVO,1999,BUSETA,OFICIAL,BELLO,ANTIOQUIA,3
DIESEL,ACTIVO,1999,CAMION,OFICIAL,BELLO,ANTIOQUIA,2
GASOLINA,ACTIVO,1999,MOTOCICLETA,OFICIAL,BELLO,ANTIOQUIA,4
DIESEL,ACTIVO,1999,VOLQUETA,OFICIAL,BELLO,ANTIOQUIA,1
GASOLINA,INCONSISTENTE,1999,AUTOMOVIL,PARTICULAR,BELLO,ANTIOQUIA,3
GASOLINA,ACTIVO,1999,AUTOMOVIL,PARTICULAR,BELLO,ANTIOQUIA,375
DIESEL,ACTIVO,1999,BUS,PARTICULAR,BELLO,ANTIOQUIA,1
DIESEL,ACTIVO,1999,CAMION,PARTICULAR,BELLO,ANTIOQUIA,10
GASOLINA,ACTIVO,1999,CAMIONETA,PARTICULAR,BELLO,ANTIOQUIA,123
GASOLINA,INCONSISTENTE,1999,CAMIONETA,PARTICULAR,BELLO,ANTIOQUIA,1
GASOLINA,ACTIVO,1999,CAMPERO,PARTICULAR,BELLO,ANTIOQUIA,128
GASOLINA,INCONSISTENTE,1999,CAMPERO,PARTICULAR,BELLO,ANTIOQUIA,1
GASOLINA,ACTIVO,1999,CUATRIMOTO,PARTICULAR,BELLO,ANTIOQUIA,2
GASOLINA,ACTIVO,1999,MAQ. AGRICOLA,PARTICULAR,BELLO,ANTIOQUIA,1
GASOLINA,ACTIVO,1999,MAQ. INDUSTRIAL,PARTICULAR,BELLO,ANTIOQUIA,17
GASOLINA,ACTIVO,1999,MICROBUS,PARTICULAR,BELLO,ANTIOQUIA,4
GASOLINA,ACTIVO,1999,MOTOCARRO,PARTICULAR,BELLO,ANTIOQUIA,2
GASOLINA,ACTIVO,1999,MOTOCICLETA,PARTICULAR,BELLO,ANTIOQUIA,505
GASOLINA,INCONSISTENTE,1999,MOTOCICLETA,PARTICULAR,BELLO,ANTIOQUIA,1
DIESEL,ACTIVO,1999,VOLQUETA,PARTICULAR,BELLO,ANTIOQUIA,1
GASOLINA,ACTIVO,1999,AUTOMOVIL,PÚBLICO,BELLO,ANTIOQUIA,4
DIESEL,ACTIVO,1999,BUS,PÚBLICO,BELLO,ANTIOQUIA,7
GASOLINA,ACTIVO,1999,BUSETA,PÚBLICO,BELLO,ANTIOQUIA,6
DIESEL,ACTIVO,1999,CAMION,PÚBLICO,BELLO,ANTIOQUIA,38
GASOLINA,ACTIVO,1999,CAMIONETA,PÚBLICO,BELLO,ANTIOQUIA,11
GASOLINA,ACTIVO,1999,CAMPERO,PÚBLICO,BELLO,ANTIOQUIA,6
GASOLINA,ACTIVO,1999,MICROBUS,PÚBLICO,BELLO,ANTIOQUIA,14
GASOLINA,INCONSISTENTE,1999,MICROBUS,PÚBLICO,BELLO,ANTIOQUIA,1
GASOLINA,ACTIVO,1999,TRACTOCAMION,PÚBLICO,BELLO,ANTIOQUIA,10
DIESEL,ACTIVO,1999,VOLQUETA,PÚBLICO,BELLO,ANTIOQUIA,4
GASOLINA,ACTIVO,1999,AUTOMOVIL,PARTICULAR,CALDAS,ANTIOQUIA,7
GASOLINA,ACTIVO,1999,CAMIONETA,PARTICULAR,CALDAS,ANTIOQUIA,1
GASOLINA,ACTIVO,1999,CAMPERO,PARTICULAR,CALDAS,ANTIOQUIA,5
GASOLINA,ACTIVO,1999,MOTOCICLETA,PARTICULAR,CALDAS,ANTIOQUIA,3
DIESEL,ACTIVO,1999,CAMION,PÚBLICO,CALDAS,ANTIOQUIA,2
GASOLINA,ACTIVO,1999,CAMIONETA,PÚBLICO,CALDAS,ANTIOQUIA,1
GASOLINA,ACTIVO,1999,MICROBUS,PÚBLICO,CALDAS,ANTIOQUIA,1
GASOLINA,ACTIVO,1999,AUTOMOVIL,PARTICULAR,COPACABANA,ANTIOQUIA,6
DIESEL,ACTIVO,1999,CAMION,PARTICULAR,COPACABANA,ANTIOQUIA,1
GASOLINA,ACTIVO,1999,CAMIONETA,PARTICULAR,COPACABANA,ANTIOQUIA,8
GASOLINA,ACTIVO,1999,CAMPERO,PARTICULAR,COPACABANA,ANTIOQUIA,9
GASOLINA,ACTIVO,1999,MICROBUS,PARTICULAR,COPACABANA,ANTIOQUIA,1
GASOLINA,ACTIVO,1999,MOTOCICLETA,PARTICULAR,COPACABANA,ANTIOQUIA,11
DIESEL,ACTIVO,1999,CAMION,PÚBLICO,COPACABANA,ANTIOQUIA,7
GASOLINA,ACTIVO,1999,CAMPERO,PÚBLICO,COPACABANA,ANTIOQUIA,3
GASOLINA,ACTIVO,1999,MICROBUS,PÚBLICO,COPACABANA,ANTIOQUIA,1
GASOLINA,ACTIVO,1999,AUTOMOVIL,OFICIAL,ENVIGADO,ANTIOQUIA,1
GASOLINA,ACTIVO,1999,CAMIONETA,OFICIAL,ENVIGADO,ANTIOQUIA,4
GASOLINA,ACTIVO,1999,MOTOCICLETA,OFICIAL,ENVIGADO,ANTIOQUIA,13
GASOLINA,ACTIVO,1999,AUTOMOVIL,PARTICULAR,ENVIGADO,ANTIOQUIA,1519
GASOLINA,INCONSISTENTE,1999,AUTOMOVIL,PARTICULAR,ENVIGADO,ANTIOQUIA,11
DIESEL,ACTIVO,1999,BUS,PARTICULAR,ENVIGADO,ANTIOQUIA,1
GASOLINA,ACTIVO,1999,BUSETA,PARTICULAR,ENVIGADO,ANTIOQUIA,1
DIESEL,ACTIVO,1999,CAMION,PARTICULAR,ENVIGADO,ANTIOQUIA,14
DIESEL,INCONSISTENTE,1999,CAMION,PARTICULAR,ENVIGADO,ANTIOQUIA,1
GASOLINA,ACTIVO,1999,CAMIONETA,PARTICULAR,ENVIGADO,ANTIOQUIA,287
GASOLINA,INCONSISTENTE,1999,CAMIONETA,PARTICULAR,ENVIGADO,ANTIOQUIA,8
GASOLINA,INCONSISTENTE,1999,CAMPERO,PARTICULAR,ENVIGADO,ANTIOQUIA,6
GASOLINA,ACTIVO,1999,CAMPERO,PARTICULAR,ENVIGADO,ANTIOQUIA,307
GASOLINA,ACTIVO,1999,CUATRIMOTO,PARTICULAR,ENVIGADO,ANTIOQUIA,2
GASOLINA,ACTIVO,1999,MAQ. AGRICOLA,PARTICULAR,ENVIGADO,ANTIOQUIA,2
GASOLINA,ACTIVO,1999,MICROBUS,PARTICULAR,ENVIGADO,ANTIOQUIA,8
GASOLINA,ACTIVO,1999,MOTOCARRO,PARTICULAR,ENVIGADO,ANTIOQUIA,1
GASOLINA,INCONSISTENTE,1999,MOTOCICLETA,PARTICULAR,ENVIGADO,ANTIOQUIA,9
GASOLINA,ACTIVO,1999,MOTOCICLETA,PARTICULAR,ENVIGADO,ANTIOQUIA,2361
DIESEL,ACTIVO,1999,VOLQUETA,PARTICULAR,ENVIGADO,ANTIOQUIA,4
GASOLINA,ACTIVO,1999,AUTOMOVIL,PÚBLICO,ENVIGADO,ANTIOQUIA,5
DIESEL,ACTIVO,1999,BUS,PÚBLICO,ENVIGADO,ANTIOQUIA,2
GASOLINA,ACTIVO,1999,BUSETA,PÚBLICO,ENVIGADO,ANTIOQUIA,5
DIESEL,INCONSISTENTE,1999,CAMION,PÚBLICO,ENVIGADO,ANTIOQUIA,1
DIESEL,ACTIVO,1999,CAMION,PÚBLICO,ENVIGADO,ANTIOQUIA,23
GASOLINA,ACTIVO,1999,CAMIONETA,PÚBLICO,ENVIGADO,ANTIOQUIA,19
GASOLINA,ACTIVO,1999,CAMPERO,PÚBLICO,ENVIGADO,ANTIOQUIA,6
GASOLINA,ACTIVO,1999,MICROBUS,PÚBLICO,ENVIGADO,ANTIOQUIA,7
GASOLINA,ACTIVO,1999,TRACTOCAMION,PÚBLICO,ENVIGADO,ANTIOQUIA,2
DIESEL,ACTIVO,1999,VOLQUETA,PÚBLICO,ENVIGADO,ANTIOQUIA,1
GASOLINA,ACTIVO,1999,CAMIONETA,OTROS,GIRARDOTA,ANTIOQUIA,1
GASOLINA,ACTIVO,1999,AUTOMOVIL,PARTICULAR,GIRARDOTA,ANTIOQUIA,4
DIESEL,ACTIVO,1999,CAMION,PARTICULAR,GIRARDOTA,ANTIOQUIA,1
GASOLINA,ACTIVO,1999,CAMIONETA,PARTICULAR,GIRARDOTA,ANTIOQUIA,1
GASOLINA,ACTIVO,1999,CAMPERO,PARTICULAR,GIRARDOTA,ANTIOQUIA,4
GASOLINA,ACTIVO,1999,MOTOCICLETA,PARTICULAR,GIRARDOTA,ANTIOQUIA,8
DIESEL,ACTIVO,1999,CAMION,PÚBLICO,GIRARDOTA,ANTIOQUIA,5
GASOLINA,ACTIVO,1999,CAMIONETA,PÚBLICO,GIRARDOTA,ANTIOQUIA,1
GASOLINA,ACTIVO,1999,CAMPERO,OFICIAL,ITAGUI,ANTIOQUIA,1
GASOLINA,ACTIVO,1999,MOTOCICLETA,OFICIAL,ITAGUI,ANTIOQUIA,15
GASOLINA,ACTIVO,1999,AUTOMOVIL,PARTICULAR,ITAGUI,ANTIOQUIA,133
DIESEL,INCONSISTENTE,1999,CAMION,PARTICULAR,ITAGUI,ANTIOQUIA,1
DIESEL,ACTIVO,1999,CAMION,PARTICULAR,ITAGUI,ANTIOQUIA,3
GASOLINA,ACTIVO,1999,CAMIONETA,PARTICULAR,ITAGUI,ANTIOQUIA,34
GASOLINA,ACTIVO,1999,CAMPERO,PARTICULAR,ITAGUI,ANTIOQUIA,40
GASOLINA,ACTIVO,1999,CUATRIMOTO,PARTICULAR,ITAGUI,ANTIOQUIA,1
GASOLINA,ACTIVO,1999,MICROBUS,PARTICULAR,ITAGUI,ANTIOQUIA,2
GASOLINA,INCONSISTENTE,1999,MOTOCICLETA,PARTICULAR,ITAGUI,ANTIOQUIA,5
GASOLINA,ACTIVO,1999,MOTOCICLETA,PARTICULAR,ITAGUI,ANTIOQUIA,1395
DIESEL,ACTIVO,1999,VOLQUETA,PARTICULAR,ITAGUI,ANTIOQUIA,2
GASOLINA,ACTIVO,1999,AUTOMOVIL,PÚBLICO,ITAGUI,ANTIOQUIA,4
DIESEL,ACTIVO,1999,BUS,PÚBLICO,ITAGUI,ANTIOQUIA,5
DIESEL,ACTIVO,1999,CAMION,PÚBLICO,ITAGUI,ANTIOQUIA,11
GASOLINA,ACTIVO,1999,CAMIONETA,PÚBLICO,ITAGUI,ANTIOQUIA,13
GASOLINA,ACTIVO,1999,MICROBUS,PÚBLICO,ITAGUI,ANTIOQUIA,19
GASOLINA,INCONSISTENTE,1999,MICROBUS,PÚBLICO,ITAGUI,ANTIOQUIA,2
GASOLINA,ACTIVO,1999,TRACTOCAMION,PÚBLICO,ITAGUI,ANTIOQUIA,3
GASOLINA,ACTIVO,1999,AUTOMOVIL,PARTICULAR,LA ESTRELLA,ANTIOQUIA,7
GASOLINA,ACTIVO,1999,CAMIONETA,PARTICULAR,LA ESTRELLA,ANTIOQUIA,2
GASOLINA,ACTIVO,1999,CAMPERO,PARTICULAR,LA ESTRELLA,ANTIOQUIA,5
GASOLINA,ACTIVO,1999,MOTOCICLETA,PARTICULAR,LA ESTRELLA,ANTIOQUIA,2
DIESEL,ACTIVO,1999,CAMION,PÚBLICO,LA ESTRELLA,ANTIOQUIA,2
GASOLINA,ACTIVO,1999,CAMIONETA,PÚBLICO,LA ESTRELLA,ANTIOQUIA,2
GASOLINA,ACTIVO,1999,SEMIREMOLQUE,NO REGISTRA,MEDELLIN,ANTIOQUIA,80
DIESEL,ACTIVO,1999,CAMION,OFICIAL,MEDELLIN,ANTIOQUIA,1
GASOLINA,ACTIVO,1999,CAMIONETA,OFICIAL,MEDELLIN,ANTIOQUIA,4
GASOLINA,ACTIVO,1999,CAMPERO,OFICIAL,MEDELLIN,ANTIOQUIA,3
GASOLINA,ACTIVO,1999,MAQ. INDUSTRIAL,OFICIAL,MEDELLIN,ANTIOQUIA,1
GASOLINA,ACTIVO,1999,MOTOCICLETA,OFICIAL,MEDELLIN,ANTIOQUIA,2
GASOLINA,ACTIVO,1999,AUTOMOVIL,PARTICULAR,MEDELLIN,ANTIOQUIA,2007
GASOLINA,INCONSISTENTE,1999,AUTOMOVIL,PARTICULAR,MEDELLIN,ANTIOQUIA,4
DIESEL,ACTIVO,1999,BUS,PARTICULAR,MEDELLIN,ANTIOQUIA,3
GASOLINA,ACTIVO,1999,BUSETA,PARTICULAR,MEDELLIN,ANTIOQUIA,1
DIESEL,ACTIVO,1999,CAMION,PARTICULAR,MEDELLIN,ANTIOQUIA,28
GASOLINA,INCONSISTENTE,1999,CAMIONETA,PARTICULAR,MEDELLIN,ANTIOQUIA,1
GASOLINA,ACTIVO,1999,CAMIONETA,PARTICULAR,MEDELLIN,ANTIOQUIA,464
GASOLINA,ACTIVO,1999,CAMPERO,PARTICULAR,MEDELLIN,ANTIOQUIA,409
GASOLINA,INCONSISTENTE,1999,CAMPERO,PARTICULAR,MEDELLIN,ANTIOQUIA,2
GASOLINA,ACTIVO,1999,CUATRIMOTO,PARTICULAR,MEDELLIN,ANTIOQUIA,5
GASOLINA,ACTIVO,1999,MAQ. INDUSTRIAL,PARTICULAR,MEDELLIN,ANTIOQUIA,14
GASOLINA,ACTIVO,1999,MICROBUS,PARTICULAR,MEDELLIN,ANTIOQUIA,7
GASOLINA,INCONSISTENTE,1999,MOTOCICLETA,PARTICULAR,MEDELLIN,ANTIOQUIA,1
GASOLINA,ACTIVO,1999,MOTOCICLETA,PARTICULAR,MEDELLIN,ANTIOQUIA,360
DIESEL,ACTIVO,1999,VOLQUETA,PARTICULAR,MEDELLIN,ANTIOQUIA,1
GASOLINA,ACTIVO,1999,AUTOMOVIL,PÚBLICO,MEDELLIN,ANTIOQUIA,33
DIESEL,ACTIVO,1999,BUS,PÚBLICO,MEDELLIN,ANTIOQUIA,31
GASOLINA,ACTIVO,1999,BUSETA,PÚBLICO,MEDELLIN,ANTIOQUIA,14
DIESEL,ACTIVO,1999,CAMION,PÚBLICO,MEDELLIN,ANTIOQUIA,66
GASOLINA,ACTIVO,1999,CAMIONETA,PÚBLICO,MEDELLIN,ANTIOQUIA,37
GASOLINA,ACTIVO,1999,CAMPERO,PÚBLICO,MEDELLIN,ANTIOQUIA,5
GASOLINA,ACTIVO,1999,MICROBUS,PÚBLICO,MEDELLIN,ANTIOQUIA,50
GASOLINA,ACTIVO,1999,TRACTOCAMION,PÚBLICO,MEDELLIN,ANTIOQUIA,9
DIESEL,ACTIVO,1999,VOLQUETA,PÚBLICO,MEDELLIN,ANTIOQUIA,1
DIESEL,ACTIVO,1999,VOLQUETA,OFICIAL,SABANETA,ANTIOQUIA,5
GASOLINA,ACTIVO,1999,AUTOMOVIL,PARTICULAR,SABANETA,ANTIOQUIA,192
GASOLINA,INCONSISTENTE,1999,AUTOMOVIL,PARTICULAR,SABANETA,ANTIOQUIA,1
DIESEL,ACTIVO,1999,CAMION,PARTICULAR,SABANETA,ANTIOQUIA,2
GASOLINA,ACTIVO,1999,CAMIONETA,PARTICULAR,SABANETA,ANTIOQUIA,65
GASOLINA,ACTIVO,1999,CAMPERO,PARTICULAR,SABANETA,ANTIOQUIA,101
GASOLINA,ACTIVO,1999,MICROBUS,PARTICULAR,SABANETA,ANTIOQUIA,1
GASOLINA,ACTIVO,1999,MOTOCARRO,PARTICULAR,SABANETA,ANTIOQUIA,6
GASOLINA,ACTIVO,1999,MOTOCICLETA,PARTICULAR,SABANETA,ANTIOQUIA,99
GASOLINA,ACTIVO,1999,AUTOMOVIL,PÚBLICO,SABANETA,ANTIOQUIA,1
DIESEL,ACTIVO,1999,BUS,PÚBLICO,SABANETA,ANTIOQUIA,1
GASOLINA,ACTIVO,1999,BUSETA,PÚBLICO,SABANETA,ANTIOQUIA,10
DIESEL,ACTIVO,1999,CAMION,PÚBLICO,SABANETA,ANTIOQUIA,18
GASOLINA,ACTIVO,1999,CAMIONETA,PÚBLICO,SABANETA,ANTIOQUIA,4
GASOLINA,ACTIVO,1999,MICROBUS,PÚBLICO,SABANETA,ANTIOQUIA,5
GASOLINA,ACTIVO,1999,TRACTOCAMION,PÚBLICO,SABANETA,ANTIOQUIA,2
GASOLINA,ACTIVO,2000,CAMPERO,OTROS,BARBOSA,ANTIOQUIA,1
GASOLINA,ACTIVO,2000,AUTOMOVIL,PARTICULAR,BARBOSA,ANTIOQUIA,1
DIESEL,ACTIVO,2000,CAMION,PARTICULAR,BARBOSA,ANTIOQUIA,1
GASOLINA,ACTIVO,2000,CAMIONETA,PARTICULAR,BARBOSA,ANTIOQUIA,4
GASOLINA,ACTIVO,2000,CAMPERO,PARTICULAR,BARBOSA,ANTIOQUIA,1
GASOLINA,ACTIVO,2000,MOTOCICLETA,PARTICULAR,BARBOSA,ANTIOQUIA,2
GASOLINA,ACTIVO,2000,BUSETA,PÚBLICO,BARBOSA,ANTIOQUIA,1
DIESEL,ACTIVO,2000,CAMION,PÚBLICO,BARBOSA,ANTIOQUIA,1
GASOLINA,ACTIVO,2000,MICROBUS,PÚBLICO,BARBOSA,ANTIOQUIA,1
DIESEL,ACTIVO,2000,VOLQUETA,PÚBLICO,BARBOSA,ANTIOQUIA,1
GASOLINA,ACTIVO,2000,AUTOMOVIL,OFICIAL,BELLO,ANTIOQUIA,1
GASOLINA,ACTIVO,2000,CAMPERO,OFICIAL,BELLO,ANTIOQUIA,2
GASOLINA,ACTIVO,2000,MAQ. INDUSTRIAL,OFICIAL,BELLO,ANTIOQUIA,1
GASOLINA,ACTIVO,2000,MOTOCICLETA,OFICIAL,BELLO,ANTIOQUIA,2
GASOLINA,INCONSISTENTE,2000,AUTOMOVIL,PARTICULAR,BELLO,ANTIOQUIA,2
GASOLINA,ACTIVO,2000,AUTOMOVIL,PARTICULAR,BELLO,ANTIOQUIA,252
DIESEL,INCONSISTENTE,2000,BUS,PARTICULAR,BELLO,ANTIOQUIA,1
DIESEL,ACTIVO,2000,BUS,PARTICULAR,BELLO,ANTIOQUIA,1
GASOLINA,ACTIVO,2000,BUSETA,PARTICULAR,BELLO,ANTIOQUIA,1
DIESEL,ACTIVO,2000,CAMION,PARTICULAR,BELLO,ANTIOQUIA,4
GASOLINA,ACTIVO,2000,CAMIONETA,PARTICULAR,BELLO,ANTIOQUIA,78
GASOLINA,ACTIVO,2000,CAMPERO,PARTICULAR,BELLO,ANTIOQUIA,88
GASOLINA,ACTIVO,2000,MAQ. AGRICOLA,PARTICULAR,BELLO,ANTIOQUIA,1
GASOLINA,ACTIVO,2000,MAQ. INDUSTRIAL,PARTICULAR,BELLO,ANTIOQUIA,1
GASOLINA,ACTIVO,2000,MICROBUS,PARTICULAR,BELLO,ANTIOQUIA,2
GASOLINA,ACTIVO,2000,MOTOCARRO,PARTICULAR,BELLO,ANTIOQUIA,1
GASOLINA,INCONSISTENTE,2000,MOTOCICLETA,PARTICULAR,BELLO,ANTIOQUIA,1
GASOLINA,ACTIVO,2000,MOTOCICLETA,PARTICULAR,BELLO,ANTIOQUIA,446
DIESEL,ACTIVO,2000,VOLQUETA,PARTICULAR,BELLO,ANTIOQUIA,1
GASOLINA,ACTIVO,2000,AUTOMOVIL,PÚBLICO,BELLO,ANTIOQUIA,5
DIESEL,INCONSISTENTE,2000,BUS,PÚBLICO,BELLO,ANTIOQUIA,1
DIESEL,ACTIVO,2000,BUS,PÚBLICO,BELLO,ANTIOQUIA,6
