COMBUSTIBLE,ESTADO,FECHA_DE_REGISTRO,CLASE,SERVICIO,MUNICIPIO,DEPARTAMENTO,CANTIDAD
GASOLINA,ACTIVO,1901,AUTOMOVIL,PARTICULAR,ENVIGADO,ANTIOQUIA,1
GASOLINA,ACTIVO,1905,AUTOMOVIL,PARTICULAR,ENVIGADO,ANTIOQUIA,2
GASOLINA,ACTIVO,1934,AUTOMOVIL,PARTICULAR,ENVIGADO,ANTIOQUIA,1
GASOLINA,ACTIVO,1935,AUTOMOVIL,PARTICULAR,ITAGUI,ANTIOQUIA,1
DIESEL,ACTIVO,1936,CAMION,PARTICULAR,ENVIGADO,ANTIOQUIA,1
GASOLINA,ACTIVO,1936,AUTOMOVIL,PARTICULAR,MEDELLIN,ANTIOQUIA,1
DIESEL,ACTIVO,1938,CAMION,PARTICULAR,GIRARDOTA,ANTIOQUIA,1
GASOLINA,ACTIVO,1939,AUTOMOVIL,PARTICULAR,BELLO,ANTIOQUIA,1
GASOLINA,ACTIVO,1939,CAMIONETA,PARTICULAR,ITAGUI,ANTIOQUIA,1
GASOLINA,ACTIVO,1939,AUTOMOVIL,PARTICULAR,MEDELLIN,ANTIOQUIA,4
GASOLINA,ACTIVO,1940,AUTOMOVIL,PARTICULAR,MEDELLIN,ANTIOQUIA,16
DIESEL,ACTIVO,1940,CAMION,PARTICULAR,MEDELLIN,ANTIOQUIA,2
GASOLINA,ACTIVO,1940,CAMIONETA,PARTICULAR,MEDELLIN,ANTIOQUIA,3
GASOLINA,ACTIVO,1941,AUTOMOVIL,PARTICULAR,BELLO,ANTIOQUIA,1
DIESEL,ACTIVO,1941,CAMION,PARTICULAR,ENVIGADO,ANTIOQUIA,1
DIESEL,ACTIVO,1941,CAMION,PARTICULAR,ITAGUI,ANTIOQUIA,2
GASOLINA,ACTIVO,1941,AUTOMOVIL,PARTICULAR,MEDELLIN,ANTIOQUIA,21
DIESEL,ACTIVO,1941,CAMION,PARTICULAR,MEDELLIN,ANTIOQUIA,4
GASOLINA,ACTIVO,1941,CAMIONETA,PARTICULAR,MEDELLIN,ANTIOQUIA,6
DIESEL,ACTIVO,1941,CAMION,PÚBLICO,MEDELLIN,ANTIOQUIA,1
DIESEL,ACTIVO,1942,CAMION,PARTICULAR,BELLO,ANTIOQUIA,1
GASOLINA,ACTIVO,1942,AUTOMOVIL,PARTICULAR,MEDELLIN,ANTIOQUIA,9
DIESEL,ACTIVO,1942,CAMION,PARTICULAR,MEDELLIN,ANTIOQUIA,1
GASOLINA,ACTIVO,1943,AUTOMOVIL,PARTICULAR,MEDELLIN,ANTIOQUIA,1
DIESEL,ACTIVO,1943,CAMION,PARTICULAR,MEDELLIN,ANTIOQUIA,1
GASOLINA,ACTIVO,1944,AUTOMOVIL,PARTICULAR,MEDELLIN,ANTIOQUIA,4
GASOLINA,ACTIVO,1944,CAMIONETA,PARTICULAR,MEDELLIN,ANTIOQUIA,3
DIESEL,ACTIVO,1945,CAMION,PARTICULAR,ENVIGADO,ANTIOQUIA,1
GASOLINA,ACTIVO,1945,AUTOMOVIL,PARTICULAR,MEDELLIN,ANTIOQUIA,3
DIESEL,ACTIVO,1945,CAMION,PARTICULAR,MEDELLIN,ANTIOQUIA,2
GASOLINA,ACTIVO,1945,CAMIONETA,PARTICULAR,MEDELLIN,ANTIOQUIA,3
DIESEL,ACTIVO,1945,BUS,PÚBLICO,MEDELLIN,ANTIOQUIA,1
DIESEL,ACTIVO,1946,CAMION,PARTICULAR,BELLO,ANTIOQUIA,1
DIESEL,ACTIVO,1946,CAMION,PÚBLICO,COPACABANA,ANTIOQUIA,1
GASOLINA,ACTIVO,1946,AUTOMOVIL,PARTICULAR,ITAGUI,ANTIOQUIA,2
DIESEL,ACTIVO,1946,CAMION,PARTICULAR,ITAGUI,ANTIOQUIA,2
GASOLINA,ACTIVO,1946,CAMIONETA,PARTICULAR,ITAGUI,ANTIOQUIA,1
GASOLINA,ACTIVO,1946,CAMPERO,PARTICULAR,ITAGUI,ANTIOQUIA,4
GASOLINA,ACTIVO,1946,AUTOMOVIL,PÚBLICO,ITAGUI,ANTIOQUIA,1
GASOLINA,INCONSISTENTE,1946,AUTOMOVIL,PARTICULAR,MEDELLIN,ANTIOQUIA,1
GASOLINA,ACTIVO,1946,AUTOMOVIL,PARTICULAR,MEDELLIN,ANTIOQUIA,43
DIESEL,INCONSISTENTE,1946,CAMION,PARTICULAR,MEDELLIN,ANTIOQUIA,1
DIESEL,ACTIVO,1946,CAMION,PARTICULAR,MEDELLIN,ANTIOQUIA,14
GASOLINA,ACTIVO,1946,CAMIONETA,PARTICULAR,MEDELLIN,ANTIOQUIA,7
GASOLINA,ACTIVO,1946,CAMPERO,PARTICULAR,MEDELLIN,ANTIOQUIA,9
DIESEL,ACTIVO,1946,BUS,PÚBLICO,MEDELLIN,ANTIOQUIA,4
DIESEL,ACTIVO,1946,CAMION,PÚBLICO,MEDELLIN,ANTIOQUIA,2
GASOLINA,ACTIVO,1946,CAMIONETA,PÚBLICO,MEDELLIN,ANTIOQUIA,1
DIESEL,ACTIVO,1947,VOLQUETA,PÚBLICO,BARBOSA,ANTIOQUIA,1
DIESEL,ACTIVO,1947,CAMION,PARTICULAR,BELLO,ANTIOQUIA,1
GASOLINA,ACTIVO,1947,AUTOMOVIL,PARTICULAR,ITAGUI,ANTIOQUIA,1
DIESEL,ACTIVO,1947,CAMION,PARTICULAR,ITAGUI,ANTIOQUIA,1
GASOLINA,ACTIVO,1947,CAMIONETA,PARTICULAR,ITAGUI,ANTIOQUIA,1
GASOLINA,ACTIVO,1947,CAMPERO,PARTICULAR,ITAGUI,ANTIOQUIA,1
DIESEL,ACTIVO,1947,CAMION,PÚBLICO,ITAGUI,ANTIOQUIA,1
GASOLINA,ACTIVO,1947,AUTOMOVIL,PARTICULAR,MEDELLIN,ANTIOQUIA,80
GASOLINA,INCONSISTENTE,1947,AUTOMOVIL,PARTICULAR,MEDELLIN,ANTIOQUIA,1
DIESEL,INCONSISTENTE,1947,BUS,PARTICULAR,MEDELLIN,ANTIOQUIA,1
DIESEL,ACTIVO,1947,BUS,PARTICULAR,MEDELLIN,ANTIOQUIA,1
DIESEL,ACTIVO,1947,CAMION,PARTICULAR,MEDELLIN,ANTIOQUIA,16
GASOLINA,ACTIVO,1947,CAMIONETA,PARTICULAR,MEDELLIN,ANTIOQUIA,11
GASOLINA,ACTIVO,1947,CAMPERO,PARTICULAR,MEDELLIN,ANTIOQUIA,1
GASOLINA,ACTIVO,1947,MOTOCICLETA,PARTICULAR,MEDELLIN,ANTIOQUIA,1
DIESEL,ACTIVO,1947,BUS,PÚBLICO,MEDELLIN,ANTIOQUIA,10
DIESEL,INCONSISTENTE,1947,CAMION,PÚBLICO,MEDELLIN,ANTIOQUIA,1
DIESEL,ACTIVO,1947,CAMION,PÚBLICO,MEDELLIN,ANTIOQUIA,3
DIESEL,ACTIVO,1948,CAMION,PÚBLICO,BARBOSA,ANTIOQUIA,1
DIESEL,ACTIVO,1948,VOLQUETA,PÚBLICO,BARBOSA,ANTIOQUIA,1
GASOLINA,ACTIVO,1948,AUTOMOVIL,PARTICULAR,ITAGUI,ANTIOQUIA,3
GASOLINA,ACTIVO,1948,CAMIONETA,PARTICULAR,ITAGUI,ANTIOQUIA,4
GASOLINA,ACTIVO,1948,CAMPERO,PARTICULAR,ITAGUI,ANTIOQUIA,1
DIESEL,ACTIVO,1948,CAMION,PÚBLICO,ITAGUI,ANTIOQUIA,1
GASOLINA,ACTIVO,1948,TRACTOCAMION,PÚBLICO,ITAGUI,ANTIOQUIA,1
GASOLINA,ACTIVO,1948,AUTOMOVIL,PARTICULAR,MEDELLIN,ANTIOQUIA,151
GASOLINA,INCONSISTENTE,1948,AUTOMOVIL,PARTICULAR,MEDELLIN,ANTIOQUIA,3
DIESEL,ACTIVO,1948,CAMION,PARTICULAR,MEDELLIN,ANTIOQUIA,4
GASOLINA,ACTIVO,1948,CAMIONETA,PARTICULAR,MEDELLIN,ANTIOQUIA,19
GASOLINA,ACTIVO,1948,CAMPERO,PARTICULAR,MEDELLIN,ANTIOQUIA,3
GASOLINA,ACTIVO,1948,MOTOCICLETA,PARTICULAR,MEDELLIN,ANTIOQUIA,1
DIESEL,ACTIVO,1948,CAMION,PÚBLICO,MEDELLIN,ANTIOQUIA,3
GASOLINA,ACTIVO,1949,CAMPERO,PARTICULAR,COPACABANA,ANTIOQUIA,1
DIESEL,ACTIVO,1949,VOLQUETA,PARTICULAR,ENVIGADO,ANTIOQUIA,1
GASOLINA,ACTIVO,1949,CAMIONETA,PARTICULAR,ITAGUI,ANTIOQUIA,1
DIESEL,ACTIVO,1949,CAMION,PÚBLICO,ITAGUI,ANTIOQUIA,1
GASOLINA,INCONSISTENTE,1949,AUTOMOVIL,PARTICULAR,MEDELLIN,ANTIOQUIA,1
GASOLINA,ACTIVO,1949,AUTOMOVIL,PARTICULAR,MEDELLIN,ANTIOQUIA,61
DIESEL,ACTIVO,1949,CAMION,PARTICULAR,MEDELLIN,ANTIOQUIA,12
GASOLINA,INCONSISTENTE,1949,CAMIONETA,PARTICULAR,MEDELLIN,ANTIOQUIA,1
GASOLINA,ACTIVO,1949,CAMIONETA,PARTICULAR,MEDELLIN,ANTIOQUIA,24
GASOLINA,ACTIVO,1949,CAMPERO,PARTICULAR,MEDELLIN,ANTIOQUIA,2
DIESEL,ACTIVO,1949,BUS,PÚBLICO,MEDELLIN,ANTIOQUIA,3
DIESEL,ACTIVO,1949,CAMION,PÚBLICO,MEDELLIN,ANTIOQUIA,1
DIESEL,ACTIVO,1950,CAMION,PÚBLICO,BARBOSA,ANTIOQUIA,2
DIESEL,ACTIVO,1950,VOLQUETA,PÚBLICO,BARBOSA,ANTIOQUIA,1
DIESEL,ACTIVO,1950,CAMION,PÚBLICO,BELLO,ANTIOQUIA,2
DIESEL,ACTIVO,1950,CAMION,PARTICULAR,COPACABANA,ANTIOQUIA,2
GASOLINA,ACTIVO,1950,AUTOMOVIL,PARTICULAR,ENVIGADO,ANTIOQUIA,1
DIESEL,ACTIVO,1950,CAMION,PARTICULAR,ENVIGADO,ANTIOQUIA,1
DIESEL,ACTIVO,1950,CAMION,PÚBLICO,ENVIGADO,ANTIOQUIA,1
DIESEL,ACTIVO,1950,CAMION,PARTICULAR,GIRARDOTA,ANTIOQUIA,1
DIESEL,ACTIVO,1950,CAMION,PÚBLICO,GIRARDOTA,ANTIOQUIA,1
DIESEL,ACTIVO,1950,VOLQUETA,PÚBLICO,GIRARDOTA,ANTIOQUIA,1
GASOLINA,ACTIVO,1950,AUTOMOVIL,PARTICULAR,ITAGUI,ANTIOQUIA,1
DIESEL,ACTIVO,1950,CAMION,PARTICULAR,ITAGUI,ANTIOQUIA,5
GASOLINA,ACTIVO,1950,CAMIONETA,PARTICULAR,ITAGUI,ANTIOQUIA,5
GASOLINA,ACTIVO,1950,CAMPERO,PARTICULAR,ITAGUI,ANTIOQUIA,5
DIESEL,ACTIVO,1950,BUS,PÚBLICO,ITAGUI,ANTIOQUIA,1
DIESEL,ACTIVO,1950,CAMION,PÚBLICO,ITAGUI,ANTIOQUIA,2
GASOLINA,ACTIVO,1950,CAMIONETA,PÚBLICO,ITAGUI,ANTIOQUIA,1
GASOLINA,INCONSISTENTE,1950,AUTOMOVIL,PARTICULAR,MEDELLIN,ANTIOQUIA,2
GASOLINA,ACTIVO,1950,AUTOMOVIL,PARTICULAR,MEDELLIN,ANTIOQUIA,224
DIESEL,ACTIVO,1950,BUS,PARTICULAR,MEDELLIN,ANTIOQUIA,1
DIESEL,ACTIVO,1950,CAMION,PARTICULAR,MEDELLIN,ANTIOQUIA,21
GASOLINA,ACTIVO,1950,CAMIONETA,PARTICULAR,MEDELLIN,ANTIOQUIA,32
GASOLINA,INCONSISTENTE,1950,CAMPERO,PARTICULAR,MEDELLIN,ANTIOQUIA,1
GASOLINA,ACTIVO,1950,CAMPERO,PARTICULAR,MEDELLIN,ANTIOQUIA,8
GASOLINA,ACTIVO,1950,MAQ. INDUSTRIAL,PARTICULAR,MEDELLIN,ANTIOQUIA,1
GASOLINA,ACTIVO,1950,AUTOMOVIL,PÚBLICO,MEDELLIN,ANTIOQUIA,4
DIESEL,ACTIVO,1950,BUS,PÚBLICO,MEDELLIN,ANTIOQUIA,7
DIESEL,ACTIVO,1950,CAMION,PÚBLICO,MEDELLIN,ANTIOQUIA,4
DIESEL,ACTIVO,1950,VOLQUETA,PÚBLICO,MEDELLIN,ANTIOQUIA,1
GASOLINA,ACTIVO,1950,CAMIONETA,PARTICULAR,SABANETA,ANTIOQUIA,1
GASOLINA,ACTIVO,1951,CAMIONETA,PARTICULAR,BARBOSA,ANTIOQUIA,1
DIESEL,ACTIVO,1951,CAMION,PÚBLICO,BARBOSA,ANTIOQUIA,1
GASOLINA,ACTIVO,1951,CAMPERO,PARTICULAR,BELLO,ANTIOQUIA,2
DIESEL,ACTIVO,1951,VOLQUETA,PARTICULAR,BELLO,ANTIOQUIA,1
GASOLINA,ACTIVO,1951,CAMPERO,PARTICULAR,CALDAS,ANTIOQUIA,1
DIESEL,ACTIVO,1951,CAMION,PARTICULAR,COPACABANA,ANTIOQUIA,1
DIESEL,ACTIVO,1951,CAMION,PÚBLICO,COPACABANA,ANTIOQUIA,2
DIESEL,ACTIVO,1951,CAMION,PARTICULAR,ENVIGADO,ANTIOQUIA,1
DIESEL,ACTIVO,1951,VOLQUETA,PÚBLICO,ENVIGADO,ANTIOQUIA,1
DIESEL,ACTIVO,1951,CAMION,PARTICULAR,GIRARDOTA,ANTIOQUIA,3
DIESEL,ACTIVO,1951,CAMION,PARTICULAR,ITAGUI,ANTIOQUIA,4
GASOLINA,ACTIVO,1951,CAMIONETA,PARTICULAR,ITAGUI,ANTIOQUIA,2
DIESEL,ACTIVO,1951,CAMION,PÚBLICO,ITAGUI,ANTIOQUIA,2
GASOLINA,ACTIVO,1951,CAMIONETA,PÚBLICO,ITAGUI,ANTIOQUIA,1
DIESEL,ACTIVO,1951,VOLQUETA,PARTICULAR,LA ESTRELLA,ANTIOQUIA,1
GASOLINA,INCONSISTENTE,1951,AUTOMOVIL,PARTICULAR,MEDELLIN,ANTIOQUIA,2
GASOLINA,ACTIVO,1951,AUTOMOVIL,PARTICULAR,MEDELLIN,ANTIOQUIA,90
DIESEL,ACTIVO,1951,BUS,PARTICULAR,MEDELLIN,ANTIOQUIA,1
DIESEL,INCONSISTENTE,1951,CAMION,PARTICULAR,MEDELLIN,ANTIOQUIA,1
DIESEL,ACTIVO,1951,CAMION,PARTICULAR,MEDELLIN,ANTIOQUIA,20
GASOLINA,ACTIVO,1951,CAMIONETA,PARTICULAR,MEDELLIN,ANTIOQUIA,47
GASOLINA,INCONSISTENTE,1951,CAMPERO,PARTICULAR,MEDELLIN,ANTIOQUIA,1
GASOLINA,ACTIVO,1951,CAMPERO,PARTICULAR,MEDELLIN,ANTIOQUIA,19
DIESEL,ACTIVO,1951,VOLQUETA,PARTICULAR,MEDELLIN,ANTIOQUIA,2
GASOLINA,ACTIVO,1951,AUTOMOVIL,PÚBLICO,MEDELLIN,ANTIOQUIA,1
DIESEL,ACTIVO,1951,BUS,PÚBLICO,MEDELLIN,ANTIOQUIA,10
GASOLINA,ACTIVO,1951,BUSETA,PÚBLICO,MEDELLIN,ANTIOQUIA,1
DIESEL,ACTIVO,1951,CAMION,PÚBLICO,MEDELLIN,ANTIOQUIA,8
DIESEL,ACTIVO,1951,VOLQUETA,PÚBLICO,MEDELLIN,ANTIOQUIA,1
DIESEL,ACTIVO,1952,CAMION,PARTICULAR,BARBOSA,ANTIOQUIA,1
DIESEL,ACTIVO,1952,VOLQUETA,PARTICULAR,BARBOSA,ANTIOQUIA,2
DIESEL,ACTIVO,1952,CAMION,PÚBLICO,BARBOSA,ANTIOQUIA,3
DIESEL,ACTIVO,1952,CAMION,PARTICULAR,BELLO,ANTIOQUIA,1
GASOLINA,ACTIVO,1952,CAMIONETA,PARTICULAR,BELLO,ANTIOQUIA,1
GASOLINA,ACTIVO,1952,CAMPERO,PARTICULAR,BELLO,ANTIOQUIA,1
DIESEL,ACTIVO,1952,CAMION,PÚBLICO,COPACABANA,ANTIOQUIA,1
DIESEL,ACTIVO,1952,CAMION,PARTICULAR,ENVIGADO,ANTIOQUIA,1
GASOLINA,ACTIVO,1952,MOTOCICLETA,PARTICULAR,ENVIGADO,ANTIOQUIA,1
DIESEL,ACTIVO,1952,CAMION,PÚBLICO,ENVIGADO,ANTIOQUIA,1
DIESEL,ACTIVO,1952,VOLQUETA,PARTICULAR,GIRARDOTA,ANTIOQUIA,1
DIESEL,ACTIVO,1952,CAMION,PÚBLICO,GIRARDOTA,ANTIOQUIA,1
DIESEL,ACTIVO,1952,CAMION,OFICIAL,ITAGUI,ANTIOQUIA,1
GASOLINA,ACTIVO,1952,AUTOMOVIL,PARTICULAR,ITAGUI,ANTIOQUIA,3
DIESEL,ACTIVO,1952,CAMION,PARTICULAR,ITAGUI,ANTIOQUIA,6
GASOLINA,ACTIVO,1952,CAMIONETA,PARTICULAR,ITAGUI,ANTIOQUIA,7
GASOLINA,ACTIVO,1952,CAMPERO,PARTICULAR,ITAGUI,ANTIOQUIA,3
DIESEL,ACTIVO,1952,VOLQUETA,PARTICULAR,ITAGUI,ANTIOQUIA,1
DIESEL,ACTIVO,1952,CAMION,PÚBLICO,ITAGUI,ANTIOQUIA,3
GASOLINA,ACTIVO,1952,CAMIONETA,PÚBLICO,ITAGUI,ANTIOQUIA,2
DIESEL,ACTIVO,1952,VOLQUETA,PÚBLICO,ITAGUI,ANTIOQUIA,1
GASOLINA,ACTIVO,1952,AUTOMOVIL,PARTICULAR,MEDELLIN,ANTIOQUIA,158
DIESEL,ACTIVO,1952,BUS,PARTICULAR,MEDELLIN,ANTIOQUIA,6
DIESEL,ACTIVO,1952,CAMION,PARTICULAR,MEDELLIN,ANTIOQUIA,33
DIESEL,INCONSISTENTE,1952,CAMION,PARTICULAR,MEDELLIN,ANTIOQUIA,3
GASOLINA,ACTIVO,1952,CAMIONETA,PARTICULAR,MEDELLIN,ANTIOQUIA,79
GASOLINA,INCONSISTENTE,1952,CAMIONETA,PARTICULAR,MEDELLIN,ANTIOQUIA,1
GASOLINA,ACTIVO,1952,CAMPERO,PARTICULAR,MEDELLIN,ANTIOQUIA,14
GASOLINA,ACTIVO,1952,MICROBUS,PARTICULAR,MEDELLIN,ANTIOQUIA,1
GASOLINA,ACTIVO,1952,MOTOCICLETA,PARTICULAR,MEDELLIN,ANTIOQUIA,1
GASOLINA,ACTIVO,1952,AUTOMOVIL,PÚBLICO,MEDELLIN,ANTIOQUIA,2
DIESEL,ACTIVO,1952,BUS,PÚBLICO,MEDELLIN,ANTIOQUIA,11
DIESEL,ACTIVO,1952,CAMION,PÚBLICO,MEDELLIN,ANTIOQUIA,7
DIESEL,ACTIVO,1952,VOLQUETA,PÚBLICO,MEDELLIN,ANTIOQUIA,1
DIESEL,ACTIVO,1952,CAMION,PARTICULAR,SABANETA,ANTIOQUIA,1
GASOLINA,ACTIVO,1952,CAMPERO,PARTICULAR,SABANETA,ANTIOQUIA,1
GASOLINA,ACTIVO,1953,BUSETA,PARTICULAR,BARBOSA,ANTIOQUIA,1
DIESEL,ACTIVO,1953,CAMION,PARTICULAR,BARBOSA,ANTIOQUIA,2
DIESEL,ACTIVO,1953,CAMION,PÚBLICO,BARBOSA,ANTIOQUIA,1
DIESEL,ACTIVO,1953,VOLQUETA,PÚBLICO,BARBOSA,ANTIOQUIA,1
DIESEL,ACTIVO,1953,CAMION,PARTICULAR,BELLO,ANTIOQUIA,1
DIESEL,ACTIVO,1953,CAMION,PÚBLICO,CALDAS,ANTIOQUIA,1
GASOLINA,ACTIVO,1953,CAMIONETA,PARTICULAR,COPACABANA,ANTIOQUIA,1
DIESEL,ACTIVO,1953,VOLQUETA,PÚBLICO,COPACABANA,ANTIOQUIA,1
GASOLINA,ACTIVO,1953,CAMPERO,PARTICULAR,ENVIGADO,ANTIOQUIA,1
DIESEL,ACTIVO,1953,CAMION,PÚBLICO,ENVIGADO,ANTIOQUIA,1
DIESEL,ACTIVO,1953,VOLQUETA,PÚBLICO,ENVIGADO,ANTIOQUIA,2
DIESEL,ACTIVO,1953,CAMION,PARTICULAR,GIRARDOTA,ANTIOQUIA,1
DIESEL,ACTIVO,1953,CAMION,PÚBLICO,GIRARDOTA,ANTIOQUIA,1
DIESEL,ACTIVO,1953,VOLQUETA,PÚBLICO,GIRARDOTA,ANTIOQUIA,1
GASOLINA,ACTIVO,1953,AUTOMOVIL,PARTICULAR,ITAGUI,ANTIOQUIA,7
DIESEL,ACTIVO,1953,CAMION,PARTICULAR,ITAGUI,ANTIOQUIA,4
GASOLINA,ACTIVO,1953,CAMIONETA,PARTICULAR,ITAGUI,ANTIOQUIA,10
GASOLINA,ACTIVO,1953,CAMPERO,PARTICULAR,ITAGUI,ANTIOQUIA,3
DIESEL,ACTIVO,1953,VOLQUETA,PARTICULAR,ITAGUI,ANTIOQUIA,1
DIESEL,ACTIVO,1953,CAMION,PÚBLICO,ITAGUI,ANTIOQUIA,7
GASOLINA,ACTIVO,1953,CAMIONETA,PÚBLICO,ITAGUI,ANTIOQUIA,1
GASOLINA,INCONSISTENTE,1953,AUTOMOVIL,PARTICULAR,MEDELLIN,ANTIOQUIA,15
GASOLINA,ACTIVO,1953,AUTOMOVIL,PARTICULAR,MEDELLIN,ANTIOQUIA,516
DIESEL,ACTIVO,1953,BUS,PARTICULAR,MEDELLIN,ANTIOQUIA,3
DIESEL,INCONSISTENTE,1953,CAMION,PARTICULAR,MEDELLIN,ANTIOQUIA,1
DIESEL,ACTIVO,1953,CAMION,PARTICULAR,MEDELLIN,ANTIOQUIA,44
GASOLINA,ACTIVO,1953,CAMIONETA,PARTICULAR,MEDELLIN,ANTIOQUIA,119
GASOLINA,INCONSISTENTE,1953,CAMPERO,PARTICULAR,MEDELLIN,ANTIOQUIA,2
GASOLINA,ACTIVO,1953,CAMPERO,PARTICULAR,MEDELLIN,ANTIOQUIA,16
GASOLINA,INCONSISTENTE,1953,MICROBUS,PARTICULAR,MEDELLIN,ANTIOQUIA,1
GASOLINA,ACTIVO,1953,MICROBUS,PARTICULAR,MEDELLIN,ANTIOQUIA,1
GASOLINA,ACTIVO,1953,MOTOCICLETA,PARTICULAR,MEDELLIN,ANTIOQUIA,5
DIESEL,ACTIVO,1953,VOLQUETA,PARTICULAR,MEDELLIN,ANTIOQUIA,1
GASOLINA,ACTIVO,1953,AUTOMOVIL,PÚBLICO,MEDELLIN,ANTIOQUIA,6
DIESEL,ACTIVO,1953,BUS,PÚBLICO,MEDELLIN,ANTIOQUIA,7
DIESEL,ACTIVO,1953,CAMION,PÚBLICO,MEDELLIN,ANTIOQUIA,12
GASOLINA,ACTIVO,1953,CAMIONETA,PÚBLICO,MEDELLIN,ANTIOQUIA,2
DIESEL,ACTIVO,1953,VOLQUETA,PÚBLICO,MEDELLIN,ANTIOQUIA,1
GASOLINA,ACTIVO,1953,AUTOMOVIL,PARTICULAR,SABANETA,ANTIOQUIA,1
DIESEL,ACTIVO,1954,CAMION,PÚBLICO,BARBOSA,ANTIOQUIA,2
DIESEL,ACTIVO,1954,VOLQUETA,PÚBLICO,BARBOSA,ANTIOQUIA,1
GASOLINA,ACTIVO,1954,AUTOMOVIL,PARTICULAR,BELLO,ANTIOQUIA,1
DIESEL,ACTIVO,1954,CAMION,PARTICULAR,BELLO,ANTIOQUIA,1
GASOLINA,ACTIVO,1954,CAMIONETA,PARTICULAR,BELLO,ANTIOQUIA,1
GASOLINA,ACTIVO,1954,CAMPERO,PARTICULAR,BELLO,ANTIOQUIA,3
DIESEL,ACTIVO,1954,VOLQUETA,PARTICULAR,BELLO,ANTIOQUIA,1
DIESEL,ACTIVO,1954,CAMION,PÚBLICO,BELLO,ANTIOQUIA,5
GASOLINA,ACTIVO,1954,CAMIONETA,PARTICULAR,CALDAS,ANTIOQUIA,1
DIESEL,ACTIVO,1954,CAMION,PÚBLICO,COPACABANA,ANTIOQUIA,1
GASOLINA,ACTIVO,1954,TRACTOCAMION,PÚBLICO,COPACABANA,ANTIOQUIA,1
DIESEL,ACTIVO,1954,VOLQUETA,PÚBLICO,COPACABANA,ANTIOQUIA,1
GASOLINA,ACTIVO,1954,AUTOMOVIL,PARTICULAR,ENVIGADO,ANTIOQUIA,1
DIESEL,ACTIVO,1954,CAMION,PARTICULAR,ENVIGADO,ANTIOQUIA,3
GASOLINA,ACTIVO,1954,CAMIONETA,PARTICULAR,ENVIGADO,ANTIOQUIA,3
DIESEL,ACTIVO,1954,VOLQUETA,PARTICULAR,ENVIGADO,ANTIOQUIA,1
DIESEL,ACTIVO,1954,CAMION,PÚBLICO,ENVIGADO,ANTIOQUIA,1
DIESEL,ACTIVO,1954,VOLQUETA,PÚBLICO,ENVIGADO,ANTIOQUIA,3
DIESEL,ACTIVO,1954,CAMION,PARTICULAR,GIRARDOTA,ANTIOQUIA,2
DIESEL,ACTIVO,1954,CAMION,PÚBLICO,GIRARDOTA,ANTIOQUIA,3
GASOLINA,ACTIVO,1954,AUTOMOVIL,PARTICULAR,ITAGUI,ANTIOQUIA,20
DIESEL,ACTIVO,1954,CAMION,PARTICULAR,ITAGUI,ANTIOQUIA,10
GASOLINA,INCONSISTENTE,1954,CAMIONETA,PARTICULAR,ITAGUI,ANTIOQUIA,1
GASOLINA,ACTIVO,1954,CAMIONETA,PARTICULAR,ITAGUI,ANTIOQUIA,10
GASOLINA,INCONSISTENTE,1954,CAMPERO,PARTICULAR,ITAGUI,ANTIOQUIA,1
GASOLINA,ACTIVO,1954,CAMPERO,PARTICULAR,ITAGUI,ANTIOQUIA,4
GASOLINA,ACTIVO,1954,AUTOMOVIL,PÚBLICO,ITAGUI,ANTIOQUIA,2
DIESEL,ACTIVO,1954,CAMION,PÚBLICO,ITAGUI,ANTIOQUIA,13
DIESEL,INCONSISTENTE,1954,CAMION,PÚBLICO,ITAGUI,ANTIOQUIA,1
GASOLINA,ACTIVO,1954,CAMIONETA,PÚBLICO,ITAGUI,ANTIOQUIA,1
GASOLINA,ACTIVO,1954,CAMPERO,PÚBLICO,ITAGUI,ANTIOQUIA,1
GASOLINA,ACTIVO,1954,TRACTOCAMION,PÚBLICO,ITAGUI,ANTIOQUIA,1
DIESEL,ACTIVO,1954,VOLQUETA,PÚBLICO,ITAGUI,ANTIOQUIA,2
GASOLINA,ACTIVO,1954,AUTOMOVIL,PARTICULAR,LA ESTRELLA,ANTIOQUIA,1
GASOLINA,ACTIVO,1954,AUTOMOVIL,PARTICULAR,MEDELLIN,ANTIOQUIA,610
GASOLINA,INCONSISTENTE,1954,AUTOMOVIL,PARTICULAR,MEDELLIN,ANTIOQUIA,15
DIESEL,ACTIVO,1954,BUS,PARTICULAR,MEDELLIN,ANTIOQUIA,11
DIESEL,INCONSISTENTE,1954,BUS,PARTICULAR,MEDELLIN,ANTIOQUIA,1
DIESEL,INCONSISTENTE,1954,CAMION,PARTICULAR,MEDELLIN,ANTIOQUIA,3
DIESEL,ACTIVO,1954,CAMION,PARTICULAR,MEDELLIN,ANTIOQUIA,60
GASOLINA,INCONSISTENTE,1954,CAMIONETA,PARTICULAR,MEDELLIN,ANTIOQUIA,4
GASOLINA,ACTIVO,1954,CAMIONETA,PARTICULAR,MEDELLIN,ANTIOQUIA,168
GASOLINA,ACTIVO,1954,CAMPERO,PARTICULAR,MEDELLIN,ANTIOQUIA,25
GASOLINA,ACTIVO,1954,MICROBUS,PARTICULAR,MEDELLIN,ANTIOQUIA,4
GASOLINA,ACTIVO,1954,MOTOCICLETA,PARTICULAR,MEDELLIN,ANTIOQUIA,14
