NOMBRE_MUNICIPIO|NOMBRE_SERVICIO|NOMBRE_DE_LA_CLASE|FECHA DE REGISTRO|CANTIDAD|CONTROL_EMISIONES|ANO_CONTROL|DIESEL|ETANOL - GASOLINA|GAS - GASOLINA|GAS LICUADO DE PETROLEO (GLP)|GAS NATURAL VEHICULAR (GNV)|GASOLINA|PM2.5|NO2|CO|O3
BARBOSA|PARTICULAR|AUTOMOVIL|1998|2|SI|2020|0|0|0|0|0|1|19.4|22.65303369|473.52778999|19.2
BARBOSA|PARTICULAR|CAMION|1998|7|SI|2020|5|0|0|0|0|0|8.30416667|19.23594691|461.88202138|27.30434783
BARBOSA|PARTICULAR|CAMIONETA|1998|5|NO|2020|0|0|0|0|0|0|11.41363636|17.22526076|431.13411558|26.04347826
BARBOSA|PARTICULAR|CAMPERO|1998|11|NO|2020|0|0|0|0|0|0|17.14166667|18.60101773|497.3609487|18.04347826
BARBOSA|PARTICULAR|MAQ. INDUSTRIAL|1998|2|NO|2020|0|0|0|0|0|0|19.27083333|28.87154149|517.83967005|24.39130435
BARBOSA|PARTICULAR|MOTOCICLETA|1998|240|NO|2020|0|0|0|0|0|0|14.42083333|18.40992464|456.96506746|21.91304348
BARBOSA|PARTICULAR|VOLQUETA|1998|3|NO|2020|0|0|0|0|0|0|11.9375|16.58303084|441.75901285|20.26086957
BARBOSA|PUBLICO|BUS|1998|2|NO|2020|0|0|0|0|0|0|16.04583333|16.32778845|482.93548927|15.82608696
BARBOSA|PUBLICO|CAMION|1998|8|SI|2020|5|0|0|0|0|0|13.9|19.82903978|409.08846155|27.56521739
BARBOSA|PUBLICO|CAMIONETA|1998|1|NO|2020|0|0|0|0|0|0|10.625|17.00491266|395.93328306|20.82608696
BARBOSA|PUBLICO|MICROBUS|1998|2|NO|2020|0|0|0|0|0|0|9.33333333|9.7141492|463.9593979|28.04347826
BARBOSA|PUBLICO|TRACTOCAMION|1998|1|NO|2020|0|0|0|0|0|0|9.43333333|15.95293421|337.12413125|24.08695652
BARBOSA|PUBLICO|VOLQUETA|1998|1|NO|2020|0|0|0|0|0|0|10.5375|23.01323632|396.75058102|28.86956522
BARBOSA|PARTICULAR|AUTOMOVIL|1999|3|SI|2020|0|0|0|0|0|1|14.37083333|25.27860393|360.07990884|22.08695652
BARBOSA|PARTICULAR|CAMION|1999|7|SI|2020|6|0|0|0|0|0|17.625|22.26870682|528.18268487|21.59090909
BARBOSA|PARTICULAR|CAMIONETA|1999|3|NO|2020|0|0|0|0|0|0|16.81428571|14.19275314|677.06947412|25.39130435
BARBOSA|PARTICULAR|CAMPERO|1999|6|NO|2020|0|0|0|0|0|0|18.77083333|22.08227867|706.16824905|29.82608696
BARBOSA|PARTICULAR|MAQ. INDUSTRIAL|1999|1|NO|2020|0|0|0|0|0|0|18.45416667|22.35354518|557.69512234|36.43478261
BARBOSA|PARTICULAR|MOTOCICLETA|1999|217|NO|2020|0|0|0|0|0|0|18.6625|13.7255276|437.39538971|27.17391304
BARBOSA|PARTICULAR|VOLQUETA|1999|1|NO|2020|0|0|0|0|0|0|16.26666667|18.55391794|634.33637737|26.52173913
BARBOSA|PUBLICO|CAMION|1999|6|SI|2020|6|0|0|0|0|0|11.93809524|16.09521162|392.76422007|25.39130435
BARBOSA|PUBLICO|TRACTOCAMION|1999|1|NO|2020|0|0|0|0|0|0|12.2826087|15.0948194|356.98371346|27.86956522
BARBOSA|OTROS|CAMPERO|2000|1|NO|2020|0|0|0|0|0|0|14.95217391|9.57844542|402.31864551|22.0
BARBOSA|PARTICULAR|AUTOMOVIL|2000|1|NO|2020|0|0|0|0|0|0|17.43913043|16.75303017|408.8932173|25.56521739
BARBOSA|PARTICULAR|CAMION|2000|1|NO|2020|0|0|0|0|0|0|15.70952381|18.21338922|283.27930254|28.65217391
BARBOSA|PARTICULAR|CAMIONETA|2000|4|NO|2020|0|0|0|0|0|0|15.65652174|20.77627874|260.60313586|23.73913043
BARBOSA|PARTICULAR|CAMPERO|2000|1|NO|2020|0|0|0|0|0|0|15.63478261|38.70499897|486.25276046|21.69565217
BARBOSA|PARTICULAR|MOTOCICLETA|2000|2|SI|2020|0|0|0|0|0|1|13.22608696|35.72000625|376.31045155|22.30434783
BARBOSA|PUBLICO|BUSETA|2000|1|NO|2020|0|0|0|0|0|0|15.44782609|13.29679928|242.19974813|24.69565217
BARBOSA|PUBLICO|CAMION|2000|1|NO|2020|0|0|0|0|0|0|19.25833333|30.35130023|271.34922318|27.95652174
BARBOSA|PUBLICO|MICROBUS|2000|1|NO|2020|0|0|0|0|0|0|19.69583333|63.52413415|348.03350641|24.43478261
BARBOSA|PUBLICO|VOLQUETA|2000|1|NO|2020|0|0|0|0|0|0|33.14285714|33.04463617|257.86378281|0.25224981
BARBOSA|PARTICULAR|AUTOMOVIL|2001|2|NO|2020|0|0|0|0|0|0|32.7|23.81327743|482.52921775|23.07735403
BARBOSA|PARTICULAR|CAMIONETA|2001|2|SI|2020|1|0|0|0|0|0|27.95416667|23.32457148|411.89914382|14.01971738
BARBOSA|PARTICULAR|CAMPERO|2001|1|NO|2020|0|0|0|0|0|0|23.30833333|25.57224746|423.36807689|17.8536809
BARBOSA|PARTICULAR|MICROBUS|2001|1|NO|2020|0|0|0|0|0|0|28.075|19.86106963|486.39289866|16.70103942
BARBOSA|PARTICULAR|MOTOCICLETA|2001|15|NO|2020|0|0|0|0|0|0|32.99166667|25.10862948|451.58024114|10.16122956
BARBOSA|PUBLICO|CAMION|2001|5|SI|2020|3|0|0|0|0|0|33.29583333|26.1672991|497.03331918|7.68427658
BARBOSA|PUBLICO|CAMIONETA|2001|1|SI|2020|1|0|0|0|0|0|21.79583333|23.73741808|642.48483761|16.51301988
BARBOSA|PUBLICO|MICROBUS|2001|2|NO|2020|0|0|0|0|0|0|29.32916667|26.07710937|479.59582075|30.30384392
BARBOSA|OFICIAL|MOTOCICLETA|2002|1|NO|2020|0|0|0|0|0|0|31.35416667|28.69924784|467.36397131|30.86790252
BARBOSA|PARTICULAR|AUTOMOVIL|2002|9|NO|2020|0|0|0|0|0|0|29.35416667|26.49967932|449.4719343|25.22731652
BARBOSA|PARTICULAR|CAMIONETA|2002|5|SI|2020|1|0|0|0|0|0|31.57083333|24.16583301|465.97752712|28.45634763
BARBOSA|PARTICULAR|CAMPERO|2002|3|NO|2020|0|0|0|0|0|0|32.35416667|22.59091709|373.05189745|18.91995425
BARBOSA|PARTICULAR|MOTOCICLETA|2002|24|NO|2020|0|0|0|0|0|0|15.45833333|26.82585176|364.4198704|35.78910943
BARBOSA|PUBLICO|BUS|2002|1|NO|2020|0|0|0|0|0|0|14.42083333|34.85222294|398.8362102|17.74740899
BARBOSA|PUBLICO|BUSETA|2002|1|NO|2020|0|0|0|0|0|0|16.56666667|33.89846589|392.35678753|29.79700866
BARBOSA|PUBLICO|CAMION|2002|11|SI|2020|3|0|0|0|0|0|18.48181818|28.80693333|386.2725377|26.58432706
BARBOSA|PUBLICO|CAMIONETA|2002|1|SI|2020|1|0|0|0|0|0|25.95833333|19.15135927|618.87955688|18.29511807
BARBOSA|PUBLICO|MICROBUS|2002|1|NO|2020|0|0|0|0|0|0|32.05833333|24.22236319|605.90043763|21.77756682
BARBOSA|PUBLICO|TRACTOCAMION|2002|2|NO|2020|0|0|0|0|0|0|38.975|14.65065594|568.24495896|20.89469249
BARBOSA|PUBLICO|VOLQUETA|2002|3|NO|2020|0|0|0|0|0|0|39.275|33.0958855|397.60011595|17.89455472
BARBOSA|OFICIAL|BUS|2003|1|NO|2020|0|0|0|0|0|0|25.37083333|28.78016866|437.23986502|24.64690839
BARBOSA|OFICIAL|MOTOCICLETA|2003|1|NO|2020|0|0|0|0|0|0|34.55|25.48712704|607.3958358|9.72563151
BARBOSA|PARTICULAR|AUTOMOVIL|2003|42|NO|2020|0|0|0|0|0|0|28.42916667|25.91967889|526.46368297|11.98420156
BARBOSA|PARTICULAR|CAMIONETA|2003|16|SI|2020|1|0|0|0|0|0|24.21666667|21.42684199|374.8081841|8.16658756
BARBOSA|PARTICULAR|CAMPERO|2003|32|NO|2020|0|0|0|0|0|0|27.85833333|16.02264301|479.67298852|14.74727122
BARBOSA|PARTICULAR|MOTOCICLETA|2003|165|NO|2020|0|0|0|0|0|0|40.56666667|21.85030514|571.0512395|9.72796716
BARBOSA|PARTICULAR|VOLQUETA|2003|2|NO|2020|0|0|0|0|0|0|33.80416667|25.47198181|511.58263942|26.19193847
BARBOSA|PUBLICO|BUS|2003|6|NO|2020|0|0|0|0|0|0|30.85416667|35.04902611|496.94138047|27.25465757
BARBOSA|PUBLICO|CAMION|2003|16|SI|2020|1|0|0|0|0|0|28.40833333|25.36761056|545.30733134|19.55403147
BARBOSA|PUBLICO|CAMIONETA|2003|3|SI|2020|1|0|0|0|0|0|27.71666667|27.1947929|717.90605569|30.90877633
BARBOSA|PUBLICO|CAMPERO|2003|2|NO|2020|0|0|0|0|0|0|20.56956522|26.0493183|419.3586753|18.15614711
BARBOSA|PUBLICO|MICROBUS|2003|12|NO|2020|0|0|0|0|0|0|17.9125|20.82136185|520.29194557|31.94697114
BARBOSA|PUBLICO|TRACTOCAMION|2003|2|NO|2020|0|0|0|0|0|0|21.21363636|19.95950971|502.69549592|26.65789992
BARBOSA|PUBLICO|VOLQUETA|2003|5|NO|2020|0|0|0|0|0|0|26.65|25.86479408|497.34601762|11.79127717
BARBOSA|OFICIAL|MOTOCICLETA|2004|1|NO|2020|0|0|0|0|0|0|45.66666667|23.81046463|397.17009077|21.48327537
BARBOSA|PARTICULAR|AUTOMOVIL|2004|36|SI|2020|0|0|0|0|0|1|50.17083333|28.37627757|563.02615819|11.00753259
BARBOSA|PARTICULAR|CAMION|2004|3|SI|2020|3|0|0|0|0|0|51.01666667|25.97832455|529.71686705|14.63983149
BARBOSA|PARTICULAR|CAMIONETA|2004|19|NO|2020|0|0|0|0|0|0|59.35416667|38.16648199|645.38208809|19.39053622
BARBOSA|PARTICULAR|CAMPERO|2004|24|NO|2020|0|0|0|0|0|0|36.7|32.15881784|457.82048026|24.00110217
BARBOSA|PARTICULAR|CUATRIMOTO|2004|1|NO|2020|0|0|0|0|0|0|19.37916667|13.8368094|676.87476442|25.80772464
BARBOSA|PARTICULAR|MAQ. AGRICOLA|2004|1|NO|2020|0|0|0|0|0|0|21.66666667|22.0985197|490.3561973|26.28186086
BARBOSA|PARTICULAR|MOTOCARRO|2004|1|NO|2020|0|0|0|0|0|0|20.45416667|21.37317946|373.72263402|22.98885334
BARBOSA|PARTICULAR|MOTOCICLETA|2004|196|NO|2020|0|0|0|0|0|0|20.76956522|32.14403167|492.28900729|18.35818052
BARBOSA|PARTICULAR|VOLQUETA|2004|3|NO|2020|0|0|0|0|0|0|20.8875|29.04475763|750.96097243|22.97925688
BARBOSA|PUBLICO|AUTOMOVIL|2004|1|SI|2020|0|0|0|0|0|1|22.53333333|32.23651708|443.45625256|24.97389889
BARBOSA|PUBLICO|BUS|2004|22|NO|2020|0|0|0|0|0|0|21.59583333|31.66033234|385.47374439|15.23775696
BARBOSA|PUBLICO|BUSETA|2004|1|NO|2020|0|0|0|0|0|0|27.475|17.20789636|416.01644992|18.70385619
BARBOSA|PUBLICO|CAMION|2004|10|SI|2020|3|0|0|0|0|0|35.13809524|23.28848305|356.558106|26.29821038
BARBOSA|PUBLICO|CAMIONETA|2004|5|NO|2020|0|0|0|0|0|0|30.985|22.64829346|348.22617942|30.56543632
BARBOSA|PUBLICO|CAMPERO|2004|4|NO|2020|0|0|0|0|0|0|12.03333333|32.79759712|398.77176326|26.06931704
BARBOSA|PUBLICO|MICROBUS|2004|11|NO|2020|0|0|0|0|0|0|19.8|31.04972021|453.99252237|23.11822784
BARBOSA|PUBLICO|TRACTOCAMION|2004|8|NO|2020|0|0|0|0|0|0|18.25416667|22.45841787|528.44279103|27.60617235
BARBOSA|PUBLICO|VOLQUETA|2004|9|NO|2020|0|0|0|0|0|0|9.85714286|25.66852574|402.64129921|32.79714642
BARBOSA|OFICIAL|MOTOCICLETA|2005|1|SI|2020|0|0|0|0|0|6|9.13809524|19.97488215|412.85661098|32.97699119
BARBOSA|PARTICULAR|AUTOMOVIL|2005|22|SI|2020|0|0|0|0|0|8|12.87916667|26.32223802|521.97545382|38.43773242
BARBOSA|PARTICULAR|CAMION|2005|10|SI|2020|4|0|0|0|0|0|17.3|20.32637216|570.49624068|23.82943216
BARBOSA|PARTICULAR|CAMIONETA|2005|16|SI|2020|1|0|0|0|0|1|18.875|25.46441199|389.99938731|19.19434193
BARBOSA|PARTICULAR|CAMPERO|2005|24|SI|2020|0|0|0|0|0|1|20.55|25.56345649|456.98152504|25.79954988
BARBOSA|PARTICULAR|MOTOCICLETA|2005|116|SI|2020|0|0|0|0|0|6|27.1875|22.94596423|387.08843057|20.64944962
BARBOSA|PARTICULAR|VOLQUETA|2005|2|NO|2020|0|0|0|0|0|0|27.46521739|28.60354221|398.5646362|11.49371582
BARBOSA|PUBLICO|AUTOMOVIL|2005|1|SI|2020|0|0|0|0|0|8|23.09565217|22.61314524|484.80308976|9.12303475
BARBOSA|PUBLICO|BUS|2005|13|NO|2020|0|0|0|0|0|0|26.09166667|24.10705416|460.32222396|12.56460968
BARBOSA|PUBLICO|BUSETA|2005|4|NO|2020|0|0|0|0|0|0|17.35833333|30.10075753|418.79911742|8.48306764
BARBOSA|PUBLICO|CAMION|2005|14|SI|2020|4|0|0|0|0|0|18.71666667|18.83675687|395.73454494|23.94878369
BARBOSA|PUBLICO|CAMIONETA|2005|10|SI|2020|1|0|0|0|0|1|18.60416667|18.04503663|391.90108672|14.80449456
BARBOSA|PUBLICO|CAMPERO|2005|15|SI|2020|0|0|0|0|0|1|19.05833333|19.5114287|419.82964847|20.53500295
BARBOSA|PUBLICO|MICROBUS|2005|6|NO|2020|0|0|0|0|0|0|14.2|20.31979852|297.70256392|2.07638963
BARBOSA|PUBLICO|TRACTOCAMION|2005|20|NO|2020|0|0|0|0|0|0|14.20416667|18.04598467|391.3975857|8.82056854
BARBOSA|PUBLICO|VOLQUETA|2005|5|NO|2020|0|0|0|0|0|0|13.71304348|28.41302414|541.20065061|14.15051357
BARBOSA|OFICIAL|CAMIONETA|2006|1|SI|2020|2|0|0|0|0|0|8.96086957|33.45579039|619.64676652|12.57278445
BARBOSA|PARTICULAR|AUTOMOVIL|2006|41|SI|2020|0|0|0|0|0|2|8.85833333|30.8621168|529.49073369|5.90217839
BARBOSA|PARTICULAR|CAMION|2006|1|SI|2020|7|0|0|0|0|0|11.825|37.84519626|528.51930687|10.83973484
BARBOSA|PARTICULAR|CAMIONETA|2006|27|SI|2020|2|0|0|0|0|0|8.08333333|37.4258387|391.79646638|11.4731012
BARBOSA|PARTICULAR|CAMPERO|2006|34|NO|2020|0|0|0|0|0|0|5.59545455|33.63827749|463.16399567|16.80731133
BARBOSA|PARTICULAR|MOTOCICLETA|2006|131|SI|2020|0|0|0|0|0|14|10.2|26.51524764|479.00573908|26.1428899
BARBOSA|PARTICULAR|VOLQUETA|2006|2|NO|2020|0|0|0|0|0|0|8.99565217|31.83366022|346.94372808|41.15175351
BARBOSA|PUBLICO|AUTOMOVIL|2006|4|SI|2020|0|0|0|0|0|2|7.99090909|36.90351237|368.67289193|29.56928313
BARBOSA|PUBLICO|BUS|2006|22|SI|2020|3|0|0|0|0|0|6.19090909|39.10747638|379.40266891|38.20883908
BARBOSA|PUBLICO|BUSETA|2006|2|SI|2020|1|0|0|0|0|0|6.8625|34.17691647|439.7154197|38.61757719
BARBOSA|PUBLICO|CAMION|2006|70|SI|2020|7|0|0|0|0|0|6.41666667|27.85518646|650.61511622|35.11877892
BARBOSA|PUBLICO|CAMIONETA|2006|4|SI|2020|2|0|0|0|0|0|11.5125|21.21259655|393.29792284|19.07172049
BARBOSA|PUBLICO|CAMPERO|2006|1|NO|2020|0|0|0|0|0|0|17.4125|15.25779758|462.89919553|19.35783717
BARBOSA|PUBLICO|MICROBUS|2006|15|NO|2020|0|0|0|0|0|0|19.8625|21.5077892|375.41422146|3.23720588
BARBOSA|PUBLICO|TRACTOCAMION|2006|20|NO|2020|0|0|0|0|0|0|20.55|33.47781147|448.08154944|32.79714642
BARBOSA|PUBLICO|VOLQUETA|2006|8|NO|2020|0|0|0|0|0|0|20.96956522|30.55786568|511.55478075|32.55190355
BARBOSA|OFICIAL|MOTOCICLETA|2007|4|SI|2020|0|0|0|0|0|13|17.0625|22.87154551|448.91420781|27.62074476
BARBOSA|OTROS|CAMIONETA|2007|1|NO|2020|0|0|0|0|0|0|15.49583333|26.39403095|382.54811469|20.9355663
BARBOSA|PARTICULAR|AUTOMOVIL|2007|45|NO|2020|0|0|0|0|0|0|14.1|25.72763156|417.78277705|23.22449975
BARBOSA|PARTICULAR|CAMIONETA|2007|33|NO|2020|0|0|0|0|0|0|10.10869565|20.42800373|432.24878045|41.15175352
BARBOSA|PARTICULAR|CAMPERO|2007|22|SI|2020|1|0|0|0|0|0|10.25833333|27.82642158|665.06906276|43.11369647
BARBOSA|PARTICULAR|MAQ. INDUSTRIAL|2007|2|NO|2020|0|0|0|0|0|0|13.55652174|29.77515467|648.22293438|22.67679067
BARBOSA|PARTICULAR|MOTOCARRO|2007|6|NO|2020|0|0|0|0|0|0|9.57083333|29.84147087|494.44520851|5.40001442
BARBOSA|PARTICULAR|MOTOCICLETA|2007|100|SI|2020|0|0|0|0|0|13|4.65555556|28.71806997|552.33371826|10.03043337
BARBOSA|PARTICULAR|SIN CLASE|2007|1|NO|2020|0|0|0|0|0|0|5.875|34.94808016|371.89940402|25.82407417
BARBOSA|PARTICULAR|VOLQUETA|2007|2|NO|2020|0|0|0|0|0|0|6.47391304|25.15389436|167.62374|32.73174832
BARBOSA|PUBLICO|AUTOMOVIL|2007|1|NO|2020|0|0|0|0|0|0|5.61304348|16.70149741|220.48621786|28.29285239
BARBOSA|PUBLICO|BUS|2007|21|SI|2020|2|0|0|0|0|0|4.78|22.61884953|220.30810157|29.29017339
BARBOSA|PUBLICO|BUSETA|2007|3|SI|2020|1|0|0|0|0|0|8.05416667|27.76421493|258.32082663|38.02899431
BARBOSA|PUBLICO|CAMION|2007|68|SI|2020|21|0|0|0|0|0|6.77391304|27.78527667|224.48756583|45.28000849
BARBOSA|PUBLICO|CAMIONETA|2007|7|NO|2020|0|0|0|0|0|0|7.93913043|25.61883491|256.22710224|43.16274504
BARBOSA|PUBLICO|CAMPERO|2007|3|SI|2020|1|0|0|0|0|0|6.22857143|27.0338523|211.14871852|65.63789158
BARBOSA|PUBLICO|MICROBUS|2007|10|NO|2020|0|0|0|0|0|0|8.96666667|22.86001328|163.09808966|0.58858289
BARBOSA|PUBLICO|TRACTOCAMION|2007|25|SI|2020|1|0|0|0|0|0|6.36666667|19.26732981|184.51195744|34.67734175
BARBOSA|PUBLICO|VOLQUETA|2007|12|NO|2020|0|0|0|0|0|0|7.30434783|23.32742345|200.62816214|21.42441709
BARBOSA|PARTICULAR|AUTOMOVIL|2008|30|SI|2020|0|0|0|0|0|3|7.08333333|26.68075923|388.76297577|32.29848592
BARBOSA|PARTICULAR|CAMIONETA|2008|35|SI|2020|2|0|0|0|0|0|7.41363636|21.77767385|173.90448385|26.37178324
BARBOSA|PARTICULAR|CAMPERO|2008|28|NO|2020|0|0|0|0|0|0|9.81818182|20.95231347|150.81130108|36.2305466
BARBOSA|PARTICULAR|MOTOCICLETA|2008|96|SI|2020|0|0|0|0|0|19|7.04583333|25.14071081|153.02534098|35.50299275
BARBOSA|PARTICULAR|VOLQUETA|2008|1|SI|2020|1|0|0|0|0|0|6.92857143|20.14403461|95.40153039|23.28989785
BARBOSA|PUBLICO|AUTOMOVIL|2008|1|SI|2020|0|0|0|0|0|3|6.10434783|18.15263593|213.89893359|35.38854608
BARBOSA|PUBLICO|BUS|2008|11|NO|2020|0|0|0|0|0|0|11.60454545|20.67647535|258.85220297|34.02336077
BARBOSA|PUBLICO|BUSETA|2008|1|NO|2020|0|0|0|0|0|0|7.19130435|20.45932917|225.63034769|37.27691617
BARBOSA|PUBLICO|CAMION|2008|45|SI|2020|17|0|0|0|0|0|5.79047619|24.18553043|175.1366422|22.70948972
BARBOSA|PUBLICO|CAMIONETA|2008|5|SI|2020|2|0|0|0|0|0|6.26666667|22.98688691|228.89241264|21.21350822
BARBOSA|PUBLICO|CAMPERO|2008|3|NO|2020|0|0|0|0|0|0|8.10434783|21.45770441|174.08026994|32.13499067
BARBOSA|PUBLICO|MICROBUS|2008|6|NO|2020|0|0|0|0|0|0|5.79130435|19.47633772|176.99247534|33.86804029
BARBOSA|PUBLICO|TRACTOCAMION|2008|1|NO|2020|0|0|0|0|0|0|6.26956522|14.48183937|244.43500423|31.24394158
BARBOSA|PUBLICO|VOLQUETA|2008|11|SI|2020|1|0|0|0|0|0|8.21304348|20.37710437|218.6869294|16.57841798
BARBOSA|OFICIAL|CAMIONETA|2009|1|NO|2020|0|0|0|0|0|0|8.04|17.20654872|344.65499649|23.6250631
BARBOSA|PARTICULAR|AUTOMOVIL|2009|20|SI|2020|0|0|0|0|0|2|8.7625|15.93965843|316.56324229|16.57024322
BARBOSA|PARTICULAR|CAMIONETA|2009|12|NO|2020|0|0|0|0|0|0|7.91304348|14.35158682|325.8894547|20.49412913
BARBOSA|PARTICULAR|CAMPERO|2009|17|NO|2020|0|0|0|0|0|0|6.94545455|20.41994846|317.96545133|26.69877373
BARBOSA|PARTICULAR|MOTOCARRO|2009|7|NO|2020|0|0|0|0|0|0|6.13636364|24.79986422|278.50438259|23.36347071
BARBOSA|PARTICULAR|MOTOCICLETA|2009|70|SI|2020|0|0|0|0|0|19|5.30833333|20.46410522|391.00960303|15.07426172
BARBOSA|PUBLICO|BUS|2009|9|NO|2020|0|0|0|0|0|0|6.09565217|27.56578955|418.4953438|21.91653778
BARBOSA|PUBLICO|CAMION|2009|5|SI|2020|5|0|0|0|0|0|6.20869565|26.17689485|449.06456813|35.55204132
BARBOSA|PUBLICO|CAMIONETA|2009|3|NO|2020|0|0|0|0|0|0|7.89583333|22.42576905|530.99619723|40.21165584
BARBOSA|PUBLICO|CAMPERO|2009|2|NO|2020|0|0|0|0|0|0|8.17916667|24.86893695|497.79454167|28.03125999
BARBOSA|PUBLICO|MICROBUS|2009|2|NO|2020|0|0|0|0|0|0|5.95833333|23.52243886|359.58543341|13.25946448
BARBOSA|PUBLICO|VOLQUETA|2009|3|NO|2020|0|0|0|0|0|0|8.69583333|19.18454159|293.69989698|21.71216872
BARBOSA|OFICIAL|VOLQUETA|2010|1|SI|2020|1|0|0|0|0|0|11.01904762|19.59226981|296.87558458|30.46982713
BARBOSA|PARTICULAR|AUTOMOVIL|2010|28|SI|2020|0|0|0|0|0|2|8.17391304|27.72852711|186.64601798|24.24279079
BARBOSA|PARTICULAR|CAMIONETA|2010|16|SI|2020|1|0|0|0|0|0|11.405|32.42320378|300.56579078|11.5427644
BARBOSA|PARTICULAR|CAMPERO|2010|11|NO|2020|0|0|0|0|0|0|13.74583333|24.75486729|218.07454245|21.18898393
BARBOSA|PARTICULAR|MOTOCARRO|2010|1|NO|2020|0|0|0|0|0|0|8.77916667|21.17896821|234.15540513|13.90527071
BARBOSA|PARTICULAR|MOTOCICLETA|2010|26|SI|2020|0|0|0|0|0|18|9.46363636|20.44508196|229.92610243|23.41251928
BARBOSA|PUBLICO|AUTOMOVIL|2010|5|SI|2020|0|0|0|0|0|2|8.4|17.97292245|230.52166997|28.08848333
BARBOSA|PUBLICO|BUS|2010|9|SI|2020|4|0|0|0|0|0|8.0375|19.92433798|304.92570143|31.45648541
BARBOSA|PUBLICO|BUSETA|2010|1|NO|2020|0|0|0|0|0|0|7.42222222|23.38979861|391.41501904|31.99601972
BARBOSA|PUBLICO|CAMION|2010|12|SI|2020|6|0|0|0|0|0|9.75416667|27.44573518|432.82865985|18.09074901
BARBOSA|PUBLICO|CAMIONETA|2010|1|SI|2020|1|0|0|0|0|0|13.61666667|26.45079619|524.20932778|12.58095921
BARBOSA|PUBLICO|VOLQUETA|2010|1|SI|2020|1|0|0|0|0|0|16.09583333|24.91481283|514.62968397|23.34712118
BARBOSA|PARTICULAR|AUTOMOVIL|2011|15|SI|2020|0|0|0|0|0|5|9.625|22.60570191|385.77213168|28.84873622
BARBOSA|PARTICULAR|CAMIONETA|2011|11|SI|2020|4|0|0|0|0|1|9.85238095|22.3152677|359.7254907|4.74136215
BARBOSA|PARTICULAR|CAMPERO|2011|5|NO|2020|0|0|0|0|0|0|11.52857143|14.78521579|394.58804138|8.00309231
BARBOSA|PARTICULAR|MOTOCARRO|2011|1|NO|2020|0|0|0|0|0|0|9.25652174|21.61283921|555.99531618|27.16011467
BARBOSA|PARTICULAR|MOTOCICLETA|2011|22|SI|2020|0|0|0|0|0|45|7.92083333|24.03173899|454.56249861|30.77798013
BARBOSA|PUBLICO|AUTOMOVIL|2011|1|SI|2020|0|0|0|0|0|5|8.92857143|22.75733442|536.33370205|21.71216872
BARBOSA|PUBLICO|BUS|2011|20|SI|2020|1|0|0|0|0|0|10.53478261|23.11077679|692.66446203|33.09961263
BARBOSA|PUBLICO|BUSETA|2011|1|NO|2020|0|0|0|0|0|0|10.51666667|17.6669935|506.03943451|9.74431668
BARBOSA|PUBLICO|CAMION|2011|15|SI|2020|9|0|0|0|0|0|10.09565217|19.66276927|400.4330854|21.75304253
BARBOSA|PUBLICO|CAMIONETA|2011|2|SI|2020|4|0|0|0|0|1|5.79583333|15.31422034|462.46016757|32.65355495
BARBOSA|PUBLICO|TRACTOCAMION|2011|3|SI|2020|1|0|0|0|0|0|7.98333333|26.27615201|581.34137062|26.04479275
BARBOSA|PUBLICO|VOLQUETA|2011|6|SI|2020|1|0|0|0|0|0|7.50952381|47.64896636|783.83879479|38.28241194
BARBOSA|NO REGISTRA|SEMIREMOLQUE|2012|2|NO|2020|0|0|0|0|0|0|8.09565217|23.98590015|998.0096935|30.61448489
BARBOSA|OFICIAL|CAMPERO|2012|1|SI|2020|0|0|0|0|0|1|8.3125|20.0471687|580.3331742|27.23013328
BARBOSA|PARTICULAR|AUTOMOVIL|2012|4|SI|2020|0|0|0|0|0|4|7.70909091|20.13695101|576.79273809|27.81054141
BARBOSA|PARTICULAR|CAMIONETA|2012|7|SI|2020|5|0|0|0|0|0|8.02173913|18.33048465|726.31524266|22.24352827
BARBOSA|PARTICULAR|CAMPERO|2012|1|SI|2020|0|0|0|0|0|1|8.14545455|19.97767145|711.09302621|21.94923683
BARBOSA|PARTICULAR|MOTOCICLETA|2012|89|SI|2020|0|0|0|0|0|47|9.0625|21.11842932|713.9434019|31.25211635
BARBOSA|PUBLICO|BUS|2012|4|SI|2020|14|0|0|0|0|0|9.69583333|22.26377855|673.54039551|20.96009059
BARBOSA|PUBLICO|BUSETA|2012|2|NO|2020|0|0|0|0|0|0|10.21363636|27.9834888|379.00813487|16.51444158
BARBOSA|PUBLICO|CAMION|2012|15|SI|2020|36|0|0|0|0|0|11.08333333|23.68779845|341.69247055|22.74627615
BARBOSA|PUBLICO|CAMIONETA|2012|2|SI|2020|5|0|0|0|0|0|8.02173913|23.26471139|373.81080678|19.45126303
BARBOSA|PUBLICO|CAMPERO|2012|1|SI|2020|0|0|0|0|0|1|7.45652174|24.52195355|515.06177284|21.26255679
BARBOSA|PUBLICO|TRACTOCAMION|2012|1|NO|2020|0|0|0|0|0|0|7.1173913|17.46613311|510.3200803|11.52641487
BARBOSA|PUBLICO|VOLQUETA|2012|5|NO|2020|0|0|0|0|0|0|6.5826087|27.06825618|457.02567329|18.2460695
BARBOSA|OFICIAL|CAMIONETA|2013|1|SI|2020|2|0|0|0|0|1|7.13333333|24.52366944|576.72581471|20.08858984
