date, pm25
2022/6/20, 34
2022/6/21, 34
2022/6/22, 47
2022/6/23, 57
2022/6/24, 52
2022/6/25, 56
2022/6/26, 53
2022/6/27, 44
2022/6/28, 36
2022/6/29, 28
2022/6/30, 37
2022/7/1, 41
2022/1/4, 54
2022/1/5, 52
2022/1/6, 58
2022/1/7, 61
2022/1/8, 54
2022/1/9, 51
2022/1/10, 62
2022/1/11, 57
2022/1/12, 50
2022/1/13, 54
2022/1/14, 48
2022/1/15, 42
2022/1/16, 53
2022/1/17, 52
2022/1/18, 63
2022/1/19, 69
2022/1/20, 71
2022/1/21, 61
2022/1/22, 62
2022/1/23, 68
2022/1/24, 69
2022/1/25, 64
2022/1/26, 64
2022/1/27, 64
2022/1/28, 68
2022/1/29, 68
2022/1/30, 69
2022/1/31, 59
2022/2/1, 57
2022/2/2, 64
2022/2/3, 68
2022/2/4, 76
2022/2/5, 82
2022/2/6, 72
2022/2/7, 60
2022/2/8, 65
2022/2/9, 71
2022/2/10, 68
2022/2/11, 65
2022/2/12, 65
2022/2/13, 62
2022/2/14, 63
2022/2/15, 68
2022/2/16, 69
2022/2/17, 66
2022/2/18, 76
2022/2/19, 78
2022/2/20, 60
2022/2/21, 56
2022/2/22, 55
2022/2/23, 67
2022/2/24, 78
2022/2/25, 95
2022/2/26, 117
2022/2/27, 109
2022/2/28, 90
2022/3/1, 69
2022/3/2, 64
2022/3/3, 60
2022/3/4, 61
2022/3/5, 60
2022/3/6, 62
2022/3/7, 47
2022/3/8, 42
2022/3/9, 53
2022/3/10, 55
2022/3/11, 61
2022/3/12, 60
2022/3/13, 53
2022/3/14, 53
2022/3/15, 46
2022/3/16, 60
2022/3/17, 77
2022/3/18, 63
2022/3/19, 84
2022/3/20, 108
2022/3/21, 82
2022/3/22, 73
2022/3/23, 76
2022/3/24, 82
2022/3/25, 93
2022/3/26, 92
2022/3/27, 92
2022/3/28, 67
2022/3/29, 66
2022/3/30, 59
2022/3/31, 51
2022/4/1, 65
2021/10/2, 58
2021/10/3, 66
2021/10/4, 58
2021/10/5, 49
2021/10/6, 49
2021/10/7, 56
2021/10/8, 51
2021/10/9, 54
2021/10/10, 55
2021/10/11, 55
2021/10/12, 54
2021/10/13, 62
2021/10/14, 55
2021/10/15, 57
2021/10/16, 52
2021/10/17, 62
2021/10/18, 52
2021/10/19, 46
2021/10/20, 47
2021/10/21, 44
2021/10/22, 46
2021/10/23, 62
2021/10/24, 67
2021/10/25, 56
2021/10/26, 53
2021/10/27, 52
2021/10/28, 52
2021/10/29, 60
2021/10/30, 61
2021/10/31, 51
2021/11/1, 43
2021/11/2, 38
2021/11/3, 52
2021/11/4, 53
2021/11/5, 47
2021/11/6, 56
2021/11/7, 53
2021/11/8, 54
2021/11/9, 54
2021/11/10, 54
2021/11/11, 64
2021/11/12, 54
2021/11/13, 59
2021/11/14, 59
2021/11/15, 49
2021/11/16, 63
2021/11/17, 63
2021/11/18, 63
