NOMBRE_MUNICIPIO,FECHA_DE_REGISTRO,PM25,PM10,NO2,CO
SABANETA,26/07/2024,62,,,
SABANETA,24/07/2024,56,,,
SABANETA,23/07/2024,46,,,
SABANETA,22/07/2024,52,,,
SABANETA,21/07/2024,57,,,
SABANETA,20/07/2024,60,,,
SABANETA,19/07/2024,58,,,
SABANETA,18/07/2024,53,,,
SABANETA,25/07/2024,64,,,
SABANETA,04/08/2024,57,,,
SABANETA,05/08/2024,57,,,
SABANETA,06/08/2024,51,,,
SABANETA,23/08/2024,61,,,
SABANETA,22/08/2024,67,,,
SABANETA,21/08/2024,57,,,
SABANETA,20/08/2024,53,,,
SABANETA,19/08/2024,57,,,
SABANETA,18/08/2024,59,,,
SABANETA,17/08/2024,71,,,
SABANETA,16/08/2024,65,,,
SABANETA,15/08/2024,55,,,
SABANETA,14/08/2024,53,,,
SABANETA,13/08/2024,53,,,
SABANETA,12/08/2024,50,,,
SABANETA,11/08/2024,62,,,
SABANETA,10/08/2024,65,,,
SABANETA,09/08/2024,62,,,
SABANETA,08/08/2024,49,,,
SABANETA,07/08/2024,49,,,
SABANETA,17/07/2024,54,,,
SABANETA,24/08/2024,52,,,
SABANETA,16/07/2024,50,,,
SABANETA,14/07/2024,62,,,
SABANETA,17/10/2024,59,,,
SABANETA,16/10/2024,50,,,
SABANETA,15/10/2024,37,,,
SABANETA,14/10/2024,37,,,
SABANETA,13/10/2024,51,,,
SABANETA,12/10/2024,53,,,
SABANETA,11/10/2024,49,,,
SABANETA,18/10/2024,67,,,
SABANETA,10/10/2024,55,,,
SABANETA,08/10/2024,55,,,
SABANETA,07/10/2024,58,,,
SABANETA,06/10/2024,54,,,
SABANETA,05/10/2024,54,,,
SABANETA,04/10/2024,53,,,
SABANETA,03/10/2024,63,,,
SABANETA,02/10/2024,71,,,
SABANETA,09/10/2024,60,,,
SABANETA,19/10/2024,67,,,
SABANETA,20/10/2024,48,,,
SABANETA,21/10/2024,40,,,
SABANETA,13/07/2024,68,,,
SABANETA,12/07/2024,58,,,
SABANETA,11/07/2024,56,,,
SABANETA,10/07/2024,50,,,
SABANETA,09/07/2024,52,,,
SABANETA,08/07/2024,52,,,
SABANETA,07/07/2024,43,,,
SABANETA,06/07/2024,32,,,
SABANETA,05/07/2024,54,,,
SABANETA,04/07/2024,58,,,
SABANETA,03/07/2024,48,,,
SABANETA,02/07/2024,47,,,
SABANETA,26/10/2024,62,,,
SABANETA,25/10/2024,56,,,
SABANETA,24/10/2024,51,,,
SABANETA,23/10/2024,57,,,
SABANETA,22/10/2024,47,,,
SABANETA,15/07/2024,56,,,
SABANETA,04/11/2023,41,,,
SABANETA,25/08/2024,52,,,
SABANETA,27/08/2024,44,,,
SABANETA,25/04/2024,64,,,
SABANETA,24/04/2024,65,,,
SABANETA,23/04/2024,53,,,
SABANETA,22/04/2024,53,,,
SABANETA,21/04/2024,64,,,
SABANETA,20/04/2024,89,,,
SABANETA,19/04/2024,87,,,
SABANETA,26/04/2024,56,,,
SABANETA,18/04/2024,108,,,
SABANETA,16/04/2024,114,,,
SABANETA,15/04/2024,114,,,
SABANETA,14/04/2024,106,,,
SABANETA,13/04/2024,96,,,
SABANETA,12/04/2024,83,,,
SABANETA,11/04/2024,89,,,
SABANETA,10/04/2024,75,,,
SABANETA,17/04/2024,111,,,
SABANETA,27/04/2024,60,,,
SABANETA,28/04/2024,66,,,
SABANETA,29/04/2024,57,,,
SABANETA,16/05/2024,46,,,
SABANETA,15/05/2024,51,,,
SABANETA,14/05/2024,53,,,
SABANETA,13/05/2024,52,,,
SABANETA,12/05/2024,59,,,
SABANETA,11/05/2024,40,,,
SABANETA,10/05/2024,35,,,
SABANETA,09/05/2024,48,,,
SABANETA,08/05/2024,52,,,
SABANETA,07/05/2024,52,,,
SABANETA,06/05/2024,44,,,
SABANETA,05/05/2024,61,,,
SABANETA,04/05/2024,77,,,
SABANETA,03/05/2024,53,,,
SABANETA,02/05/2024,58,,,
SABANETA,01/05/2024,56,,,
SABANETA,30/04/2024,44,,,
SABANETA,09/04/2024,61,,,
SABANETA,26/08/2024,52,,,
SABANETA,08/04/2024,67,,,
SABANETA,06/04/2024,67,,,
SABANETA,12/09/2024,72,,,
SABANETA,11/09/2024,70,,,
SABANETA,10/09/2024,73,,,
SABANETA,09/09/2024,75,,,
SABANETA,08/09/2024,75,,,
SABANETA,07/09/2024,68,,,
SABANETA,06/09/2024,64,,,
SABANETA,13/09/2024,69,,,
SABANETA,05/09/2024,67,,,
SABANETA,03/09/2024,63,,,
SABANETA,02/09/2024,70,,,
SABANETA,01/09/2024,78,,,
SABANETA,31/08/2024,62,,,
SABANETA,30/08/2024,59,,,
SABANETA,29/08/2024,64,,,
SABANETA,28/08/2024,59,,,
SABANETA,04/09/2024,77,,,
SABANETA,14/09/2024,61,,,
SABANETA,15/09/2024,64,,,
SABANETA,16/09/2024,66,,,
SABANETA,05/04/2024,73,,,
SABANETA,04/04/2024,73,,,
SABANETA,03/04/2024,88,,,
SABANETA,02/04/2024,89,,,
SABANETA,01/10/2024,63,,,
SABANETA,30/09/2024,44,,,
SABANETA,29/09/2024,65,,,
SABANETA,28/09/2024,58,,,
SABANETA,27/09/2024,59,,,
SABANETA,26/09/2024,61,,,
SABANETA,25/09/2024,55,,,
SABANETA,24/09/2024,52,,,
SABANETA,21/09/2024,76,,,
SABANETA,20/09/2024,72,,,
SABANETA,19/09/2024,63,,,
SABANETA,18/09/2024,62,,,
SABANETA,17/09/2024,59,,,
SABANETA,07/04/2024,65,,,
SABANETA,05/11/2023,51,,,
SABANETA,01/01/2023,63,,,
SABANETA,07/11/2023,53,,,
SABANETA,17/06/2023,59,,,
SABANETA,16/06/2023,56,,,
SABANETA,15/06/2023,59,,,
SABANETA,14/06/2023,57,,,
SABANETA,13/06/2023,44,,,
SABANETA,12/06/2023,46,,,
SABANETA,11/06/2023,55,,,
SABANETA,18/06/2023,61,,,
SABANETA,10/06/2023,64,,,
SABANETA,08/06/2023,64,,,
SABANETA,07/06/2023,59,,,
SABANETA,06/06/2023,58,,,
SABANETA,05/06/2023,62,,,
SABANETA,04/06/2023,53,,,
SABANETA,03/06/2023,58,,,
SABANETA,02/06/2023,58,,,
SABANETA,09/06/2023,63,,,
SABANETA,01/06/2023,54,,,
SABANETA,19/06/2023,47,,,
SABANETA,21/06/2023,48,,,
SABANETA,09/01/2023,53,,,
SABANETA,08/01/2023,62,,,
SABANETA,07/01/2023,58,,,
SABANETA,06/01/2023,57,,,
SABANETA,05/01/2023,54,,,
SABANETA,04/01/2023,52,,,
SABANETA,03/01/2023,66,,,
SABANETA,20/06/2023,33,,,
SABANETA,01/07/2023,52,,,
SABANETA,29/06/2023,53,,,
SABANETA,28/06/2023,59,,,
SABANETA,27/06/2023,60,,,
SABANETA,25/06/2023,55,,,
SABANETA,24/06/2023,57,,,
SABANETA,23/06/2023,62,,,
SABANETA,22/06/2023,57,,,
SABANETA,30/06/2023,58,,,
SABANETA,31/05/2023,47,,,
SABANETA,30/05/2023,52,,,
SABANETA,29/05/2023,58,,,
SABANETA,04/05/2023,59,,,
SABANETA,03/05/2023,54,,,
SABANETA,02/05/2023,55,,,
SABANETA,01/05/2023,54,,,
SABANETA,30/04/2023,50,,,
SABANETA,29/04/2023,59,,,
SABANETA,28/04/2023,67,,,
SABANETA,05/05/2023,62,,,
SABANETA,27/04/2023,57,,,
SABANETA,25/04/2023,43,,,
SABANETA,24/04/2023,48,,,
SABANETA,23/04/2023,48,,,
SABANETA,22/04/2023,52,,,
SABANETA,21/04/2023,63,,,
SABANETA,20/04/2023,67,,,
SABANETA,19/04/2023,64,,,
SABANETA,26/04/2023,54,,,
SABANETA,06/05/2023,59,,,
SABANETA,10/05/2023,66,,,
SABANETA,11/05/2023,65,,,
SABANETA,28/05/2023,85,,,
SABANETA,27/05/2023,55,,,
SABANETA,26/05/2023,65,,,
SABANETA,25/05/2023,55,,,
SABANETA,24/05/2023,48,,,
SABANETA,23/05/2023,49,,,
SABANETA,22/05/2023,41,,,
SABANETA,21/05/2023,58,,,
SABANETA,20/05/2023,63,,,
SABANETA,19/05/2023,68,,,
SABANETA,18/05/2023,68,,,
SABANETA,17/05/2023,69,,,
SABANETA,16/05/2023,56,,,
SABANETA,15/05/2023,61,,,
SABANETA,14/05/2023,72,,,
SABANETA,13/05/2023,75,,,
SABANETA,12/05/2023,70,,,
SABANETA,10/01/2023,56,,,
SABANETA,12/01/2023,55,,,
SABANETA,13/01/2023,58,,,
SABANETA,14/01/2023,56,,,
SABANETA,12/03/2023,62,,,
SABANETA,11/03/2023,77,,,
SABANETA,10/03/2023,70,,,
SABANETA,09/03/2023,71,,,
SABANETA,08/03/2023,57,,,
SABANETA,07/03/2023,57,,,
SABANETA,06/03/2023,58,,,
SABANETA,13/03/2023,50,,,
SABANETA,05/03/2023,77,,,
SABANETA,03/03/2023,81,,,
SABANETA,02/03/2023,80,,,
SABANETA,01/03/2023,91,,,
SABANETA,28/02/2023,102,,,
SABANETA,27/02/2023,97,,,
SABANETA,26/02/2023,106,,,
SABANETA,25/02/2023,104,,,
SABANETA,04/03/2023,89,,,
SABANETA,14/03/2023,49,,,
SABANETA,15/03/2023,61,,,
SABANETA,16/03/2023,61,,,
SABANETA,06/11/2023,58,,,
SABANETA,01/04/2023,78,,,
SABANETA,31/03/2023,84,,,
SABANETA,30/03/2023,73,,,
SABANETA,29/03/2023,76,,,
SABANETA,28/03/2023,85,,,
SABANETA,27/03/2023,96,,,
SABANETA,26/03/2023,90,,,
SABANETA,25/03/2023,106,,,
SABANETA,24/03/2023,105,,,
SABANETA,23/03/2023,96,,,
SABANETA,22/03/2023,84,,,
SABANETA,21/03/2023,60,,,
SABANETA,20/03/2023,52,,,
SABANETA,19/03/2023,54,,,
SABANETA,18/03/2023,54,,,
SABANETA,17/03/2023,53,,,
SABANETA,24/02/2023,85,,,
SABANETA,18/04/2023,57,,,
SABANETA,23/02/2023,80,,,
SABANETA,21/02/2023,70,,,
SABANETA,30/01/2023,68,,,
SABANETA,29/01/2023,67,,,
SABANETA,28/01/2023,68,,,
SABANETA,27/01/2023,68,,,
SABANETA,26/01/2023,66,,,
SABANETA,25/01/2023,58,,,
SABANETA,24/01/2023,66,,,
SABANETA,31/01/2023,81,,,
SABANETA,23/01/2023,69,,,
SABANETA,21/01/2023,70,,,
SABANETA,20/01/2023,71,,,
SABANETA,19/01/2023,63,,,
SABANETA,18/01/2023,63,,,
SABANETA,17/01/2023,57,,,
SABANETA,16/01/2023,58,,,
SABANETA,15/01/2023,64,,,
SABANETA,22/01/2023,71,,,
SABANETA,01/02/2023,79,,,
SABANETA,02/02/2023,83,,,
SABANETA,03/02/2023,83,,,
SABANETA,20/02/2023,59,,,
SABANETA,19/02/2023,59,,,
SABANETA,18/02/2023,61,,,
SABANETA,17/02/2023,60,,,
SABANETA,16/02/2023,62,,,
SABANETA,15/02/2023,65,,,
SABANETA,14/02/2023,75,,,
SABANETA,13/02/2023,71,,,
SABANETA,12/02/2023,75,,,
SABANETA,11/02/2023,71,,,
SABANETA,10/02/2023,67,,,
SABANETA,09/02/2023,71,,,
SABANETA,08/02/2023,77,,,
SABANETA,07/02/2023,80,,,
SABANETA,06/02/2023,86,,,
SABANETA,05/02/2023,91,,,
SABANETA,04/02/2023,85,,,
SABANETA,22/02/2023,85,,,
SABANETA,17/04/2023,68,,,
SABANETA,11/01/2023,54,,,
SABANETA,15/04/2023,71,,,
SABANETA,03/07/2023,54,,,
SABANETA,02/07/2023,55,,,
SABANETA,01/01/2024,51,,,
SABANETA,31/12/2023,48,,,
SABANETA,30/12/2023,50,,,
SABANETA,29/12/2023,65,,,
SABANETA,28/12/2023,54,,,
SABANETA,04/07/2023,47,,,
SABANETA,27/12/2023,60,,,
SABANETA,25/12/2023,71,,,
SABANETA,24/12/2023,71,,,
SABANETA,23/12/2023,64,,,
SABANETA,22/12/2023,60,,,
SABANETA,21/12/2023,55,,,
SABANETA,20/12/2023,55,,,
SABANETA,18/12/2023,45,,,
SABANETA,26/12/2023,77,,,
SABANETA,05/07/2023,52,,,
SABANETA,06/07/2023,56,,,
SABANETA,07/07/2023,57,,,
SABANETA,24/07/2023,55,,,
SABANETA,23/07/2023,55,,,
SABANETA,22/07/2023,51,,,
SABANETA,21/07/2023,46,,,
SABANETA,20/07/2023,53,,,
SABANETA,19/07/2023,57,,,
SABANETA,18/07/2023,53,,,
SABANETA,17/07/2023,51,,,
SABANETA,16/07/2023,61,,,
SABANETA,15/07/2023,60,,,
SABANETA,14/07/2023,59,,,
SABANETA,13/07/2023,58,,,
SABANETA,12/07/2023,56,,,
SABANETA,11/07/2023,53,,,
SABANETA,10/07/2023,54,,,
SABANETA,09/07/2023,58,,,
SABANETA,08/07/2023,58,,,
SABANETA,17/12/2023,57,,,
SABANETA,25/07/2023,57,,,
SABANETA,16/12/2023,70,,,
SABANETA,14/12/2023,67,,,
SABANETA,22/11/2023,52,,,
SABANETA,21/11/2023,42,,,
SABANETA,20/11/2023,42,,,
SABANETA,19/11/2023,53,,,
SABANETA,18/11/2023,64,,,
SABANETA,17/11/2023,48,,,
SABANETA,16/11/2023,54,,,
SABANETA,23/11/2023,59,,,
SABANETA,15/11/2023,57,,,
SABANETA,13/11/2023,61,,,
SABANETA,12/11/2023,65,,,
SABANETA,11/11/2023,73,,,
SABANETA,10/11/2023,68,,,
SABANETA,09/11/2023,62,,,
SABANETA,08/11/2023,52,,,
SABANETA,16/04/2023,80,,,
SABANETA,14/11/2023,57,,,
SABANETA,24/11/2023,61,,,
SABANETA,25/11/2023,58,,,
SABANETA,26/11/2023,54,,,
SABANETA,13/12/2023,57,,,
SABANETA,12/12/2023,58,,,
SABANETA,11/12/2023,60,,,
SABANETA,10/12/2023,69,,,
SABANETA,09/12/2023,85,,,
SABANETA,08/12/2023,80,,,
SABANETA,07/12/2023,68,,,
SABANETA,06/12/2023,67,,,
SABANETA,05/12/2023,60,,,
SABANETA,04/12/2023,63,,,
SABANETA,03/12/2023,71,,,
SABANETA,02/12/2023,79,,,
SABANETA,01/12/2023,58,,,
SABANETA,30/11/2023,57,,,
SABANETA,29/11/2023,55,,,
SABANETA,28/11/2023,53,,,
SABANETA,27/11/2023,55,,,
SABANETA,15/12/2023,76,,,
SABANETA,26/07/2023,62,,,
SABANETA,19/12/2023,52,,,
SABANETA,13/04/2023,68,,,
SABANETA,22/09/2023,65,,,
SABANETA,21/09/2023,60,,,
SABANETA,20/09/2023,65,,,
SABANETA,19/09/2023,62,,,
SABANETA,18/09/2023,60,,,
SABANETA,17/09/2023,65,,,
SABANETA,16/09/2023,61,,,
SABANETA,24/09/2023,62,,,
SABANETA,15/09/2023,60,,,
SABANETA,13/09/2023,52,,,
SABANETA,12/09/2023,47,,,
SABANETA,11/09/2023,60,,,
SABANETA,10/09/2023,71,,,
SABANETA,09/09/2023,68,,,
SABANETA,08/09/2023,63,,,
SABANETA,07/09/2023,56,,,
SABANETA,14/09/2023,57,,,
SABANETA,25/09/2023,61,,,
SABANETA,26/09/2023,65,,,
SABANETA,27/09/2023,69,,,
SABANETA,14/04/2023,72,,,
SABANETA,27/07/2023,66,,,
SABANETA,12/04/2023,61,,,
SABANETA,11/04/2023,58,,,
SABANETA,10/04/2023,55,,,
SABANETA,09/04/2023,46,,,
SABANETA,08/04/2023,41,,,
SABANETA,07/04/2023,71,,,
SABANETA,06/04/2023,76,,,
SABANETA,05/04/2023,66,,,
SABANETA,04/04/2023,61,,,
SABANETA,03/04/2023,72,,,
SABANETA,02/04/2023,85,,,
SABANETA,01/10/2023,67,,,
SABANETA,30/09/2023,64,,,
SABANETA,29/09/2023,62,,,
SABANETA,28/09/2023,66,,,
SABANETA,06/09/2023,58,,,
SABANETA,05/09/2023,60,,,
SABANETA,23/09/2023,68,,,
SABANETA,03/09/2023,70,,,
SABANETA,13/08/2023,60,,,
SABANETA,12/08/2023,60,,,
SABANETA,11/08/2023,77,,,
SABANETA,10/08/2023,82,,,
SABANETA,09/08/2023,57,,,
SABANETA,08/08/2023,55,,,
SABANETA,07/08/2023,58,,,
SABANETA,06/08/2023,65,,,
SABANETA,05/08/2023,66,,,
SABANETA,04/08/2023,60,,,
SABANETA,03/08/2023,60,,,
SABANETA,02/08/2023,58,,,
SABANETA,01/08/2023,47,,,
SABANETA,31/07/2023,43,,,
SABANETA,30/07/2023,57,,,
SABANETA,04/09/2023,67,,,
SABANETA,28/07/2023,79,,,
SABANETA,14/08/2023,48,,,
SABANETA,15/08/2023,50,,,
SABANETA,29/07/2023,69,,,
SABANETA,17/08/2023,66,,,
SABANETA,16/08/2023,53,,,
SABANETA,01/09/2023,62,,,
SABANETA,31/08/2023,62,,,
SABANETA,30/08/2023,60,,,
SABANETA,29/08/2023,61,,,
SABANETA,28/08/2023,62,,,
SABANETA,27/08/2023,59,,,
SABANETA,26/08/2023,58,,,
SABANETA,02/09/2023,69,,,
SABANETA,24/08/2023,52,,,
SABANETA,23/08/2023,35,,,
SABANETA,22/08/2023,46,,,
SABANETA,21/08/2023,59,,,
SABANETA,20/08/2023,73,,,
SABANETA,19/08/2023,60,,,
SABANETA,18/08/2023,66,,,
SABANETA,25/08/2023,60,,,
MEDELLIN,31/01/2024,100,53, , 
MEDELLIN,23/01/2024,69,47, , 
MEDELLIN,22/01/2024,81,38, , 
MEDELLIN,21/01/2024,84,43, , 
MEDELLIN,13/01/2024,102, , , 
MEDELLIN,02/01/2024,97,32, , 
MEDELLIN,12/01/2024,99,51, , 
MEDELLIN,11/01/2024,98,50, , 
MEDELLIN,07/01/2024,90,37, , 
MEDELLIN,09/01/2024,77,41, , 
MEDELLIN,08/01/2024,80,33, , 
MEDELLIN,06/01/2024,87,44, , 
MEDELLIN,05/01/2024,81,40, , 
MEDELLIN,04/01/2024,73,39, , 
MEDELLIN,03/01/2024,80,35, , 
MEDELLIN,01/02/2024,97,51, , 
MEDELLIN,10/01/2024,88,50, , 
MEDELLIN,02/02/2024,102,54, , 
MEDELLIN,11/02/2024,71,28, , 
MEDELLIN,04/02/2024,94,38, , 
MEDELLIN,01/07/2024,80, , , 
MEDELLIN,22/02/2024,113,48, , 
MEDELLIN,21/02/2024,97,55, , 
MEDELLIN,19/02/2024,74,39, , 
MEDELLIN,18/02/2024,82,36, , 
MEDELLIN,17/02/2024,88,42, , 
MEDELLIN,16/02/2024,91,45, , 
MEDELLIN,15/02/2024,98,50,19, 
MEDELLIN,14/02/2024,92,50, , 
MEDELLIN,13/02/2024,67,46, , 
MEDELLIN,12/02/2024,65,30, , 
MEDELLIN,10/02/2024,69,34, , 
MEDELLIN,09/02/2024,66,37, , 
MEDELLIN,08/02/2024,77,33, , 
MEDELLIN,07/02/2024,83,40, , 
MEDELLIN,06/02/2024,84,39, , 
MEDELLIN,05/02/2024,76,39, , 
MEDELLIN,03/02/2024,113,47, , 
MEDELLIN,30/06/2024,81, , , 
MEDELLIN,22/05/2024,80,47, , 
MEDELLIN,28/06/2024,82,35, , 
MEDELLIN,06/06/2024,84,42, , 
MEDELLIN,05/06/2024,67,43, , 
MEDELLIN,04/06/2024,57,27, , 
MEDELLIN,03/06/2024,61,23,11, 
MEDELLIN,02/06/2024,73,31,9, 
MEDELLIN,01/06/2024,78,39,13, 
MEDELLIN,31/05/2024,76,37,19, 
MEDELLIN,07/06/2024,73, , , 
MEDELLIN,30/05/2024,70,39,22, 
MEDELLIN,28/05/2024,64,40, , 
MEDELLIN,27/05/2024,76,29, , 
MEDELLIN,26/05/2024,85,44, , 
MEDELLIN,25/05/2024,76,47, , 
MEDELLIN,24/05/2024,87,37, , 
MEDELLIN,23/05/2024,81, , , 
MEDELLIN,23/02/2024,91,45, , 
MEDELLIN,29/05/2024,81,37, , 
MEDELLIN,08/06/2024,77,31, , 
MEDELLIN,09/06/2024,70,27, , 
MEDELLIN,10/06/2024,57, , , 
MEDELLIN,27/06/2024,70,37, , 
MEDELLIN,26/06/2024,70, , , 
MEDELLIN,25/06/2024,66, , , 
MEDELLIN,24/06/2024,66,36, , 
MEDELLIN,23/06/2024,73,29, , 
MEDELLIN,22/06/2024,66,37, , 
MEDELLIN,21/06/2024,78,33, , 
MEDELLIN,20/06/2024,83,42, , 
MEDELLIN,19/06/2024,68,42, , 
MEDELLIN,18/06/2024,60,33, , 
MEDELLIN,17/06/2024,61,26, , 
MEDELLIN,16/06/2024,74,20, , 
MEDELLIN,15/06/2024,86,37, , 
MEDELLIN,14/06/2024,71,40, , 
MEDELLIN,13/06/2024,68,35, , 
MEDELLIN,12/06/2024,75, , , 
MEDELLIN,11/06/2024,71, , , 
MEDELLIN,29/06/2024,86,38, , 
MEDELLIN,24/02/2024,87,46, , 
MEDELLIN,14/11/2023,55,34, , 
MEDELLIN,26/02/2024,92,46, , 
MEDELLIN,24/10/2023,81,40, , 
MEDELLIN,23/10/2023,96,40, , 
MEDELLIN,22/10/2023,83,50, , 
MEDELLIN,21/10/2023,82,50, , 
MEDELLIN,20/10/2023,77,48, , 
MEDELLIN,19/10/2023,87,45, , 
MEDELLIN,18/10/2023,65,50, , 
MEDELLIN,25/10/2023,73,53, , 
MEDELLIN,17/10/2023,61,36, , 
MEDELLIN,15/10/2023,78,41, , 
MEDELLIN,14/10/2023,74,46, , 
MEDELLIN,13/10/2023,83,44, , 
MEDELLIN,12/10/2023,72,49, , 
MEDELLIN,11/10/2023,72,43, , 
