NOMBRE_MUNICIPIO,FECHA_DE_REGISTRO,PM25,PM10,NO2,CO
MEDELLIN,10/10/2023,78,43, , 
MEDELLIN,09/10/2023,64,42, , 
MEDELLIN,16/10/2023,80,30, , 
MEDELLIN,26/10/2023,95,59, , 
MEDELLIN,27/10/2023,114,42, , 
MEDELLIN,28/10/2023,75,31, , 
MEDELLIN,21/05/2024,73,44, , 
MEDELLIN,13/11/2023,60,32, , 
MEDELLIN,12/11/2023,68,36, , 
MEDELLIN,11/11/2023,73,47, , 
MEDELLIN,10/11/2023,87,46, , 
MEDELLIN,09/11/2023,79,51, , 
MEDELLIN,08/11/2023,65,50, , 
MEDELLIN,07/11/2023,61,30, , 
MEDELLIN,06/11/2023,69,31, , 
MEDELLIN,05/11/2023,67,39, , 
MEDELLIN,04/11/2023,73,37, , 
MEDELLIN,03/11/2023,70,39, , 
MEDELLIN,02/11/2023,74,40, , 
MEDELLIN,01/11/2023,64,39, , 
MEDELLIN,31/10/2023,59,37, , 
MEDELLIN,30/10/2023,49,31, , 
MEDELLIN,29/10/2023,53,26, , 
MEDELLIN,08/10/2023,81,31, , 
MEDELLIN,07/10/2023,98,45, , 
MEDELLIN,06/10/2023,91,52, , 
MEDELLIN,05/10/2023,79,51, , 
MEDELLIN,14/03/2024,107,48, , 
MEDELLIN,13/03/2024,110,51, , 
MEDELLIN,12/03/2024,104,50, , 
MEDELLIN,11/03/2024,110,45, , 
MEDELLIN,10/03/2024,125,48, , 
MEDELLIN,09/03/2024,129,55, , 
MEDELLIN,08/03/2024,147,55, , 
MEDELLIN,07/03/2024,149,60, , 
MEDELLIN,06/03/2024,149,61, , 
MEDELLIN,05/03/2024,117,60, , 
MEDELLIN,04/03/2024,116,49, , 
MEDELLIN,03/03/2024,137,51, , 
MEDELLIN,02/03/2024,142,59, , 
MEDELLIN,01/03/2024,137,60, , 
MEDELLIN,29/02/2024,127,59, , 
MEDELLIN,28/02/2024,114,57, , 
MEDELLIN,27/02/2024,98,53, , 
MEDELLIN,15/03/2024,101,49, , 
MEDELLIN,25/02/2024,86,42, , 
MEDELLIN,16/03/2024,104,53, , 
MEDELLIN,18/03/2024,116,48, , 
MEDELLIN,04/10/2023,66,47, , 
MEDELLIN,03/10/2023,56,40, , 
MEDELLIN,02/10/2023,61,31, , 
MEDELLIN,01/04/2024,137,51, , 
MEDELLIN,31/03/2024,123,52, , 
MEDELLIN,30/03/2024,108,50, , 
MEDELLIN,29/03/2024,131,46, , 
MEDELLIN,28/03/2024,126,56, , 
MEDELLIN,27/03/2024,98,56, , 
MEDELLIN,26/03/2024,99,48, , 
MEDELLIN,25/03/2024,127,49, , 
MEDELLIN,24/03/2024,122,58, , 
MEDELLIN,23/03/2024,113,58, , 
MEDELLIN,22/03/2024,118,56, , 
MEDELLIN,21/03/2024,112,55, , 
MEDELLIN,20/03/2024,91,53, , 
MEDELLIN,19/03/2024,106,45, , 
MEDELLIN,17/03/2024,119,51, , 
MEDELLIN,20/05/2024,69,38, , 
MEDELLIN,03/10/2024,83,37,19, 
MEDELLIN,18/05/2024,92, , , 
MEDELLIN,02/08/2024,76,43, , 
MEDELLIN,01/08/2024,79,42, , 
MEDELLIN,31/07/2024,76,41, , 
MEDELLIN,30/07/2024,70,40, , 
MEDELLIN,29/07/2024,69,34, , 
MEDELLIN,28/07/2024,79,34, , 
MEDELLIN,27/07/2024,83,41, , 
MEDELLIN,03/08/2024,77,39, , 
MEDELLIN,26/07/2024,85,50, , 
MEDELLIN,24/07/2024,69, , , 
MEDELLIN,23/07/2024,61,40, , 
MEDELLIN,22/07/2024,61, , , 
MEDELLIN,21/07/2024,80, , , 
MEDELLIN,20/07/2024,81, , , 
MEDELLIN,19/07/2024,70, , , 
MEDELLIN,18/07/2024,74,41, , 
MEDELLIN,25/07/2024,81, , , 
MEDELLIN,04/08/2024,76,37, , 
MEDELLIN,05/08/2024,75,34, , 
MEDELLIN,06/08/2024,69,36, , 
MEDELLIN,23/08/2024,82,37, , 
MEDELLIN,22/08/2024,90,43, , 
MEDELLIN,21/08/2024,78,48, , 
MEDELLIN,20/08/2024,72,38, , 
MEDELLIN,19/08/2024,80,30, , 
MEDELLIN,18/08/2024,80,36, , 
MEDELLIN,17/08/2024,95,37, , 
MEDELLIN,16/08/2024,86,46, , 
MEDELLIN,15/08/2024,76,45, , 
MEDELLIN,14/08/2024,72,37, , 
MEDELLIN,13/08/2024,82,36, , 
MEDELLIN,12/08/2024,71,39, , 
MEDELLIN,11/08/2024,82,31, , 
MEDELLIN,10/08/2024,85,42, , 
MEDELLIN,09/08/2024,82,46, , 
MEDELLIN,08/08/2024,79,41, , 
MEDELLIN,07/08/2024,77,34, , 
MEDELLIN,17/07/2024,67,40, , 
MEDELLIN,24/08/2024,76,36, , 
MEDELLIN,16/07/2024,58,39, , 
MEDELLIN,14/07/2024,88,40, , 
MEDELLIN,17/10/2024,84,42,25, 
MEDELLIN,16/10/2024,76,36,33, 
MEDELLIN,15/10/2024,57,31, , 
MEDELLIN,14/10/2024,58,21, , 
MEDELLIN,13/10/2024,78,23, , 
MEDELLIN,12/10/2024,87,37, , 
MEDELLIN,11/10/2024,72,40, , 
MEDELLIN,18/10/2024,91,42,20, 
MEDELLIN,10/10/2024,78,32, , 
MEDELLIN,08/10/2024,77,33,25, 
MEDELLIN,07/10/2024,94,33,22, 
MEDELLIN,06/10/2024,86,40,25, 
MEDELLIN,05/10/2024,74,38,27, 
MEDELLIN,04/10/2024,75,37,22, 
MEDELLIN,15/11/2023,55,38, , 
MEDELLIN,02/10/2024,95,38,25, 
MEDELLIN,09/10/2024,78,34, , 
MEDELLIN,19/10/2024,90,34,29, 
MEDELLIN,20/10/2024,79,30,17, 
MEDELLIN,21/10/2024,77,30,24, 
MEDELLIN,13/07/2024,83,50, , 
MEDELLIN,12/07/2024,73,47, , 
MEDELLIN,11/07/2024,69,42, , 
MEDELLIN,10/07/2024,65,37, , 
MEDELLIN,09/07/2024,63, , , 
MEDELLIN,08/07/2024,67,31, , 
MEDELLIN,07/07/2024,76,37, , 
MEDELLIN,06/07/2024,71,38, , 
MEDELLIN,05/07/2024,74,34, , 
MEDELLIN,04/07/2024,78,37, , 
MEDELLIN,03/07/2024,73,39, , 
MEDELLIN,02/07/2024,68, , , 
MEDELLIN,26/10/2024,85, , , 
MEDELLIN,25/10/2024,79,38, , 
MEDELLIN,24/10/2024,81,36, , 
MEDELLIN,23/10/2024,92,37, , 
MEDELLIN,22/10/2024,76,40, , 
MEDELLIN,15/07/2024,69, , , 
MEDELLIN,25/08/2024,75,30, , 
MEDELLIN,26/08/2024,72,34, , 
MEDELLIN,27/08/2024,77,46, , 
MEDELLIN,26/04/2024,79,36, , 
MEDELLIN,25/04/2024,96,40, , 
MEDELLIN,24/04/2024,103,47, , 
MEDELLIN,23/04/2024,82,46, , 
MEDELLIN,22/04/2024,77,36, , 
MEDELLIN,21/04/2024,90,33, , 
MEDELLIN,20/04/2024,110,43, , 
MEDELLIN,27/04/2024,79,49, , 
MEDELLIN,19/04/2024,108,52, , 
MEDELLIN,17/04/2024,128,59, , 
MEDELLIN,16/04/2024,137,58, , 
MEDELLIN,15/04/2024,142,58, , 
MEDELLIN,14/04/2024,134,59, , 
MEDELLIN,13/04/2024,128,59, , 
MEDELLIN,12/04/2024,112,58, , 
MEDELLIN,11/04/2024,111,53, , 
MEDELLIN,18/04/2024,130,53, , 
MEDELLIN,28/04/2024,107,38, , 
MEDELLIN,29/04/2024,94,27, , 
MEDELLIN,30/04/2024,68,33, , 
MEDELLIN,17/05/2024,81,44, , 
MEDELLIN,16/05/2024,76,37, , 
MEDELLIN,15/05/2024,69,37, , 
MEDELLIN,14/05/2024,74,33, , 
MEDELLIN,13/05/2024,85,35, , 
MEDELLIN,12/05/2024,105,43, , 
MEDELLIN,11/05/2024,94,52, , 
MEDELLIN,10/05/2024,69,45, , 
MEDELLIN,09/05/2024,74,32, , 
MEDELLIN,08/05/2024,70,36, , 
MEDELLIN,07/05/2024,68,38, , 
MEDELLIN,06/05/2024,71,33, , 
MEDELLIN,05/05/2024,81,30, , 
MEDELLIN,04/05/2024,102,40, , 
MEDELLIN,03/05/2024,78,53, , 
MEDELLIN,02/05/2024,77,35, , 
MEDELLIN,01/05/2024,71,35, , 
MEDELLIN,10/04/2024,99,55, , 
MEDELLIN,09/04/2024,79,49, , 
MEDELLIN,08/04/2024,87,35, , 
MEDELLIN,07/04/2024,92,40, , 
MEDELLIN,13/09/2024,88,36, , 
MEDELLIN,12/09/2024,92,41, , 
MEDELLIN,11/09/2024,86,41, , 
MEDELLIN,10/09/2024,88,41, , 
MEDELLIN,09/09/2024,85,39, , 
MEDELLIN,08/09/2024,87,37, , 
MEDELLIN,07/09/2024,90,38, , 
MEDELLIN,06/09/2024,79,32, , 
MEDELLIN,05/09/2024,89,38, , 
MEDELLIN,04/09/2024,109,42, , 
MEDELLIN,03/09/2024,82,47, , 
MEDELLIN,02/09/2024,89,34, , 
MEDELLIN,01/09/2024,106,40, , 
MEDELLIN,31/08/2024,90,53, , 
MEDELLIN,30/08/2024,78,46, , 
MEDELLIN,29/08/2024,89,36, , 
MEDELLIN,28/08/2024,94,42, , 
MEDELLIN,14/09/2024,79,38, , 
MEDELLIN,19/05/2024,79,37, , 
MEDELLIN,15/09/2024,85,34, , 
MEDELLIN,17/09/2024,67,38, , 
MEDELLIN,06/04/2024,99,42, , 
MEDELLIN,05/04/2024,107,42, , 
MEDELLIN,04/04/2024,103,48, , 
MEDELLIN,03/04/2024,120,47, , 
MEDELLIN,02/04/2024,127,53, , 
MEDELLIN,01/10/2024,74,47,27, 
MEDELLIN,30/09/2024,71,32,41, 
MEDELLIN,29/09/2024,112,30, , 
MEDELLIN,28/09/2024,89,54, , 
MEDELLIN,27/09/2024,76,41, , 
MEDELLIN,26/09/2024,77,35, , 
MEDELLIN,25/09/2024,74,35, , 
MEDELLIN,24/09/2024,69,35,18, 
MEDELLIN,21/09/2024,88, , , 
MEDELLIN,20/09/2024,86,41, , 
MEDELLIN,19/09/2024,86, , , 
MEDELLIN,18/09/2024,79,40,25, 
MEDELLIN,16/09/2024,83,31, , 
MEDELLIN,17/11/2023,63,50, , 
MEDELLIN,16/11/2023,59,39, , 
MEDELLIN,26/07/2023,,48, , 
MEDELLIN,09/01/2023,63,36, , 
MEDELLIN,08/01/2023,67,30, , 
MEDELLIN,07/01/2023,64,37, , 
MEDELLIN,06/01/2023,68,36, , 
MEDELLIN,05/01/2023,70,37, , 
MEDELLIN,04/01/2023,64,33, , 
MEDELLIN,03/01/2023,73,32, , 
MEDELLIN,10/01/2023,71,34, , 
MEDELLIN,01/07/2023,54,39, , 
MEDELLIN,29/06/2023,58,40, , 
MEDELLIN,28/06/2023,65,38, , 
MEDELLIN,27/06/2023,68,38, , 
MEDELLIN,26/06/2023,60,30, , 
MEDELLIN,25/06/2023,65,29, , 
MEDELLIN,24/06/2023,65,39, , 
MEDELLIN,23/06/2023,66,40, , 
MEDELLIN,30/06/2023,60,34, , 
MEDELLIN,11/01/2023,67,43, , 
MEDELLIN,12/01/2023,70,43, , 
MEDELLIN,13/01/2023,74,42, , 
MEDELLIN,31/01/2023,75,51, , 
MEDELLIN,29/01/2023,78,43, , 
MEDELLIN,28/01/2023,77,50, , 
MEDELLIN,27/01/2023,77,48, , 
MEDELLIN,26/01/2023,76,47, , 
MEDELLIN,25/01/2023,66,46, , 
MEDELLIN,24/01/2023,68,39, , 
MEDELLIN,23/01/2023,67,37, , 
MEDELLIN,22/01/2023,72,38, , 
MEDELLIN,21/01/2023,81,44, , 
MEDELLIN,20/01/2023,89,49, , 
MEDELLIN,19/01/2023,81,51, , 
MEDELLIN,18/01/2023,71,49, , 
MEDELLIN,17/01/2023,63,43, , 
MEDELLIN,16/01/2023,70,37, , 
MEDELLIN,15/01/2023,80,37, , 
MEDELLIN,14/01/2023,69,48, , 
MEDELLIN,22/06/2023,58,41, , 
MEDELLIN,01/02/2023,82,53,21, 
MEDELLIN,21/06/2023,45,37, , 
MEDELLIN,19/06/2023,54,24, , 
MEDELLIN,24/05/2023,64,40, , 
MEDELLIN,23/05/2023,80,30, , 
MEDELLIN,22/05/2023,77,42, , 
MEDELLIN,21/05/2023,73,36, , 
MEDELLIN,20/05/2023,66,41, , 
MEDELLIN,19/05/2023,76,41, , 
MEDELLIN,18/05/2023,73,45, , 
MEDELLIN,25/05/2023,76,46, , 
MEDELLIN,17/05/2023,82,40, , 
MEDELLIN,15/05/2023,68,33, , 
MEDELLIN,14/05/2023,79,38, , 
MEDELLIN,13/05/2023,82,49, , 
MEDELLIN,12/05/2023,76,49, , 
MEDELLIN,11/05/2023,80,45, , 
MEDELLIN,10/05/2023,74,49, , 
MEDELLIN,09/05/2023,69,43, , 
MEDELLIN,16/05/2023,65,48, , 
MEDELLIN,26/05/2023,80, , , 
MEDELLIN,31/05/2023,77,42, , 
MEDELLIN,01/06/2023,78,40, , 
MEDELLIN,18/06/2023,63,29, , 
MEDELLIN,17/06/2023,60,37, , 
MEDELLIN,16/06/2023,62,38, , 
MEDELLIN,15/06/2023,58,41, , 
MEDELLIN,14/06/2023,54,35, , 
MEDELLIN,13/06/2023,50,31, , 
MEDELLIN,12/06/2023,55,27, , 
MEDELLIN,11/06/2023,68,29, , 
MEDELLIN,10/06/2023,82,40, , 
MEDELLIN,09/06/2023,68,45, , 
MEDELLIN,08/06/2023,68,40, , 
MEDELLIN,07/06/2023,63,42, , 
MEDELLIN,06/06/2023,65,36, , 
MEDELLIN,05/06/2023,82,36, , 
MEDELLIN,04/06/2023,74,48, , 
MEDELLIN,03/06/2023,75,45, , 
MEDELLIN,02/06/2023,74,42, , 
MEDELLIN,20/06/2023,42,27, , 
MEDELLIN,02/02/2023,91,53,17, 
MEDELLIN,03/02/2023,91,53, , 
MEDELLIN,04/02/2023,98,54, , 
MEDELLIN,02/01/2023,94,35, , 
MEDELLIN,01/01/2023,88,46, , 
MEDELLIN,01/04/2023,91,51, , 
MEDELLIN,31/03/2023,99,45, , 
MEDELLIN,30/03/2023,82,49, , 
MEDELLIN,29/03/2023,96,42, , 
MEDELLIN,28/03/2023,99,48, , 
MEDELLIN,23/09/2024,,28,34, 
MEDELLIN,27/03/2023,103,47, , 
MEDELLIN,25/03/2023,122,51, , 
MEDELLIN,24/03/2023,123,60, , 
MEDELLIN,23/03/2023,106,58, , 
MEDELLIN,22/03/2023,97,56, , 
MEDELLIN,21/03/2023,75,49, , 
MEDELLIN,20/03/2023,70,38, , 
MEDELLIN,19/03/2023,69,36, , 
MEDELLIN,26/03/2023,108,49, , 
MEDELLIN,17/01/2024,,49, , 
MEDELLIN,18/01/2024,,47, , 
MEDELLIN,19/01/2024,,47, , 
MEDELLIN,30/05/2023,,39, , 
MEDELLIN,18/11/2023,78,42, , 
MEDELLIN,25/07/2023,,37, , 
MEDELLIN,24/07/2023,,30, , 
MEDELLIN,12/12/2023,,37, , 
MEDELLIN,11/12/2023,,34, , 
MEDELLIN,10/12/2023,,38, , 
MEDELLIN,09/12/2023,,43, , 
MEDELLIN,20/02/2024,,52, , 
MEDELLIN,30/01/2024,,53, , 
MEDELLIN,29/01/2024,,52, , 
MEDELLIN,28/01/2024,,53, , 
MEDELLIN,27/01/2024,,58, , 
MEDELLIN,26/01/2024,,56, , 
MEDELLIN,25/01/2024,,52, , 
MEDELLIN,24/01/2024,,47, , 
MEDELLIN,20/01/2024,,49, , 
MEDELLIN,18/03/2023,73,39, , 
MEDELLIN,17/03/2023,90,42, , 
MEDELLIN,16/03/2023,90,53, , 
MEDELLIN,15/03/2023,84,52, , 
MEDELLIN,21/02/2023,74,53, , 
MEDELLIN,20/02/2023,69,33, , 
MEDELLIN,19/02/2023,74,38, , 
MEDELLIN,18/02/2023,86,45, , 
MEDELLIN,17/02/2023,83,48, , 
MEDELLIN,16/02/2023,80,46, , 
MEDELLIN,15/02/2023,78, ,19, 
MEDELLIN,14/02/2023,79,43,20, 
MEDELLIN,13/02/2023,86,38, , 
MEDELLIN,12/02/2023,88,44, , 
MEDELLIN,11/02/2023,85,50, , 
MEDELLIN,10/02/2023,79,49, , 
MEDELLIN,09/02/2023,82,48, , 
MEDELLIN,08/02/2023,87,48, , 
MEDELLIN,07/02/2023,85,49, , 
MEDELLIN,06/02/2023,92,44, , 
MEDELLIN,05/02/2023,106,47, , 
MEDELLIN,22/02/2023,104,52, , 
MEDELLIN,08/05/2023,81,35, , 
MEDELLIN,23/02/2023,96,57, , 
MEDELLIN,25/02/2023,134,59, , 
MEDELLIN,14/03/2023,67,44, , 
MEDELLIN,13/03/2023,69,28, , 
MEDELLIN,12/03/2023,84,31, , 
MEDELLIN,11/03/2023,86,45, , 
MEDELLIN,10/03/2023,87,47, , 
MEDELLIN,09/03/2023,89,44, , 
MEDELLIN,08/03/2023,73,43, , 
MEDELLIN,07/03/2023,65,40, , 
MEDELLIN,06/03/2023,66,31, , 
MEDELLIN,05/03/2023,84,35, , 
MEDELLIN,04/03/2023,97,47, , 
MEDELLIN,03/03/2023,90,51, , 
MEDELLIN,02/03/2023,87,48, , 
MEDELLIN,01/03/2023,102,47, , 
MEDELLIN,28/02/2023,120,50, , 
MEDELLIN,27/02/2023,114,56, , 
MEDELLIN,26/02/2023,122,54, , 
MEDELLIN,24/02/2023,100,62, , 
MEDELLIN,07/05/2023,83,46, , 
MEDELLIN,30/01/2023,73,43, , 
MEDELLIN,05/05/2023,73,46, , 
MEDELLIN,19/07/2023,60,36, , 
MEDELLIN,18/07/2023,49,33, , 
MEDELLIN,17/07/2023,56,26, , 
MEDELLIN,16/07/2023,67,30, , 
MEDELLIN,15/07/2023,63,37, , 
MEDELLIN,14/07/2023,63,36, , 
MEDELLIN,13/07/2023,63,35, , 
MEDELLIN,20/07/2023,61,34, , 
MEDELLIN,12/07/2023,63,36, , 
MEDELLIN,10/07/2023,62,28, , 
MEDELLIN,09/07/2023,76,34, , 
MEDELLIN,08/07/2023,72,42, , 
MEDELLIN,07/07/2023,64,39, , 
MEDELLIN,06/07/2023,69,37, , 
MEDELLIN,05/07/2023,64,41, , 
MEDELLIN,04/07/2023,55,34, , 
MEDELLIN,11/07/2023,53,36, , 
MEDELLIN,21/07/2023,60,33, , 
MEDELLIN,22/07/2023,61,43, , 
MEDELLIN,23/07/2023,66,35, , 
MEDELLIN,12/08/2023,65,35, , 
MEDELLIN,11/08/2023,82,38, , 
MEDELLIN,10/08/2023,80,45, , 
MEDELLIN,09/08/2023,67,42, , 
MEDELLIN,08/08/2023,60,34, , 
MEDELLIN,07/08/2023,70,30, , 
MEDELLIN,06/08/2023,78,38, , 
MEDELLIN,05/08/2023,76,48, , 
MEDELLIN,04/08/2023,70,44, , 
MEDELLIN,03/08/2023,70,39, , 
MEDELLIN,02/08/2023,70,40, , 
MEDELLIN,01/08/2023,58,37, , 
MEDELLIN,31/07/2023,60,28, , 
MEDELLIN,30/07/2023,71,29, , 
MEDELLIN,29/07/2023,89,37, , 
MEDELLIN,28/07/2023,96,49, , 
MEDELLIN,27/07/2023,86,50, , 
MEDELLIN,03/07/2023,54,28, , 
MEDELLIN,02/07/2023,59,31, , 
MEDELLIN,01/01/2024,77,39, , 
MEDELLIN,31/12/2023,87,34, , 
MEDELLIN,05/12/2023,68,46, , 
MEDELLIN,04/12/2023,69,41, , 
MEDELLIN,03/12/2023,67,41, , 
MEDELLIN,02/12/2023,73,42, , 
MEDELLIN,01/12/2023,57,48, , 
MEDELLIN,30/11/2023,62,40, , 
MEDELLIN,29/11/2023,59,42, , 
MEDELLIN,28/11/2023,50,37, , 
MEDELLIN,27/11/2023,60,29, , 
MEDELLIN,26/11/2023,68,37, , 
MEDELLIN,25/11/2023,63,43, , 
MEDELLIN,24/11/2023,63,42, , 
MEDELLIN,23/11/2023,61,41, , 
MEDELLIN,22/11/2023,63,38, , 
MEDELLIN,21/11/2023,68,38, , 
MEDELLIN,06/05/2023,74,47, , 
MEDELLIN,19/11/2023,70,33, , 
MEDELLIN,06/12/2023,70,50, , 
MEDELLIN,13/08/2023,64,31, , 
MEDELLIN,07/12/2023,72,51, , 
MEDELLIN,13/12/2023,67,42, , 
MEDELLIN,30/12/2023,91,39, , 
MEDELLIN,29/12/2023,90,39, , 
MEDELLIN,28/12/2023,86,42, , 
MEDELLIN,27/12/2023,80,42, , 
MEDELLIN,26/12/2023,93,33, , 
MEDELLIN,25/12/2023,92,39, , 
MEDELLIN,24/12/2023,93,43, , 
MEDELLIN,23/12/2023,88,48, , 
MEDELLIN,22/12/2023,83,45, , 
MEDELLIN,21/12/2023,80,42, , 
MEDELLIN,20/12/2023,82,40, , 
MEDELLIN,19/12/2023,79,40, , 
MEDELLIN,18/12/2023,93,37, , 
MEDELLIN,17/12/2023,106,43, , 
MEDELLIN,16/12/2023,94,52, , 
MEDELLIN,15/12/2023,86,52, , 
MEDELLIN,14/12/2023,74,48, , 
MEDELLIN,08/12/2023,79,48, , 
MEDELLIN,14/08/2023,59,30, , 
MEDELLIN,20/11/2023,67,34, , 
MEDELLIN,16/08/2023,62,36, , 
MEDELLIN,13/04/2023,72,43, , 
MEDELLIN,12/04/2023,66,41, , 
MEDELLIN,11/04/2023,65,40, , 
MEDELLIN,10/04/2023,57,35, , 
MEDELLIN,09/04/2023,54,30, , 
MEDELLIN,08/04/2023,57,27, , 
MEDELLIN,07/04/2023,84,26, , 
MEDELLIN,06/04/2023,97,48, , 
MEDELLIN,05/04/2023,68,55, , 
MEDELLIN,04/04/2023,68,40, , 
MEDELLIN,03/04/2023,80,34, , 
MEDELLIN,02/04/2023,97,39, , 
MEDELLIN,01/10/2023,72,31, , 
MEDELLIN,30/09/2023,67,44, , 
MEDELLIN,29/09/2023,71,40, , 
MEDELLIN,28/09/2023,77,44, , 
MEDELLIN,27/09/2023,81,46, , 
MEDELLIN,14/04/2023,79,48, , 
MEDELLIN,26/09/2023,70,47, , 
MEDELLIN,15/04/2023,83,55, , 
MEDELLIN,17/04/2023,81,35, , 
MEDELLIN,15/08/2023,58,32, , 
MEDELLIN,04/05/2023,72,46, , 
MEDELLIN,02/05/2023,66,29, , 
MEDELLIN,01/05/2023,74,29, , 
MEDELLIN,30/04/2023,72,35, , 
MEDELLIN,29/04/2023,75,41, , 
MEDELLIN,28/04/2023,83,43, , 
MEDELLIN,27/04/2023,70,50, , 
MEDELLIN,26/04/2023,67,42, , 
MEDELLIN,25/04/2023,64,40, , 
MEDELLIN,24/04/2023,70,32, , 
MEDELLIN,23/04/2023,73,36, , 
MEDELLIN,22/04/2023,81,39, , 
MEDELLIN,21/04/2023,79,44, , 
MEDELLIN,20/04/2023,76,45, , 
MEDELLIN,19/04/2023,73,45, , 
MEDELLIN,18/04/2023,68,42, , 
MEDELLIN,16/04/2023,102,43, , 
MEDELLIN,25/09/2023,72,41, , 
MEDELLIN,03/05/2023,60,42, , 
MEDELLIN,23/09/2023,75,43, , 
MEDELLIN,01/09/2023,74,50, , 
MEDELLIN,31/08/2023,72,45, , 
MEDELLIN,30/08/2023,67,41, , 
MEDELLIN,29/08/2023,66,39, , 
MEDELLIN,28/08/2023,69,33, , 
MEDELLIN,24/09/2023,73,39, , 
MEDELLIN,26/08/2023,68,39, , 
MEDELLIN,02/09/2023,89,50, , 
MEDELLIN,25/08/2023,76,39, , 
MEDELLIN,23/08/2023,59,41, , 
MEDELLIN,22/08/2023,62,28, , 
MEDELLIN,21/08/2023,66,31, , 
MEDELLIN,20/08/2023,81,38, , 
MEDELLIN,19/08/2023,70,48, , 
MEDELLIN,18/08/2023,69,39, , 
MEDELLIN,17/08/2023,67,39, , 
MEDELLIN,24/08/2023,76,45, , 
MEDELLIN,03/09/2023,84,47, , 
MEDELLIN,27/08/2023,69,36, , 
MEDELLIN,05/09/2023,61,37, , 
MEDELLIN,22/09/2023,73,48, , 
MEDELLIN,04/09/2023,77,32, , 
MEDELLIN,21/09/2023,72,48, , 
MEDELLIN,20/09/2023,73,45, , 
MEDELLIN,19/09/2023,72,42, , 
MEDELLIN,18/09/2023,67,38, , 
MEDELLIN,16/09/2023,73,42, , 
MEDELLIN,15/09/2023,72,42, , 
MEDELLIN,17/09/2023,70,36, , 
MEDELLIN,13/09/2023,60,41, , 
MEDELLIN,12/09/2023,58,36, , 
MEDELLIN,11/09/2023,70,30, , 
MEDELLIN,10/09/2023,79,37, , 
MEDELLIN,09/09/2023,76,46, , 
MEDELLIN,08/09/2023,67,47, , 
MEDELLIN,07/09/2023,61,42, , 
MEDELLIN,06/09/2023,59,38, , 
MEDELLIN,14/09/2023,67,46, , 
LA_ESTRELLA,11/01/2024,72,,,
LA_ESTRELLA,19/01/2024,64,,,
LA_ESTRELLA,18/01/2024,66,,,
LA_ESTRELLA,17/01/2024,64,,,
LA_ESTRELLA,13/01/2024,74,,,
LA_ESTRELLA,12/01/2024,70,,,
LA_ESTRELLA,10/01/2024,66,,,
LA_ESTRELLA,01/07/2024,59,,,
LA_ESTRELLA,08/01/2024,64,,,
LA_ESTRELLA,07/01/2024,58,,,
LA_ESTRELLA,06/01/2024,55,,,
LA_ESTRELLA,05/01/2024,51,,,
LA_ESTRELLA,04/01/2024,51,,,
LA_ESTRELLA,03/01/2024,53,,,
LA_ESTRELLA,02/01/2024,62,,,
LA_ESTRELLA,09/01/2024,57,,,
LA_ESTRELLA,20/01/2024,64,,,
LA_ESTRELLA,08/02/2024,62,,,
LA_ESTRELLA,22/01/2024,58,,,
LA_ESTRELLA,09/02/2024,60,,,
LA_ESTRELLA,07/02/2024,52,,,
LA_ESTRELLA,06/02/2024,61,,,
LA_ESTRELLA,05/02/2024,53,,,
LA_ESTRELLA,04/02/2024,68,,,
LA_ESTRELLA,03/02/2024,79,,,
LA_ESTRELLA,02/02/2024,76,,,
LA_ESTRELLA,01/02/2024,77,,,
LA_ESTRELLA,31/01/2024,85,,,
LA_ESTRELLA,30/01/2024,89,,,
LA_ESTRELLA,29/01/2024,89,,,
LA_ESTRELLA,28/01/2024,93,,,
LA_ESTRELLA,27/01/2024,87,,,
LA_ESTRELLA,26/01/2024,74,,,
LA_ESTRELLA,25/01/2024,63,,,
LA_ESTRELLA,24/01/2024,56,,,
LA_ESTRELLA,23/01/2024,57,,,
LA_ESTRELLA,21/01/2024,61,,,
LA_ESTRELLA,30/06/2024,64,,,
LA_ESTRELLA,11/06/2024,52,,,
LA_ESTRELLA,28/06/2024,57,,,
LA_ESTRELLA,05/06/2024,57,,,
LA_ESTRELLA,04/06/2024,50,,,
LA_ESTRELLA,03/06/2024,47,,,
LA_ESTRELLA,02/06/2024,55,,,
LA_ESTRELLA,01/06/2024,62,,,
LA_ESTRELLA,31/05/2024,66,,,
LA_ESTRELLA,30/05/2024,62,,,
LA_ESTRELLA,06/06/2024,69,,,
LA_ESTRELLA,29/05/2024,66,,,
LA_ESTRELLA,22/05/2024,67,,,
LA_ESTRELLA,27/05/2024,60,,,
LA_ESTRELLA,26/05/2024,63,,,
LA_ESTRELLA,25/05/2024,56,,,
LA_ESTRELLA,24/05/2024,70,,,
LA_ESTRELLA,23/05/2024,67,,,
LA_ESTRELLA,10/02/2024,60,,,
LA_ESTRELLA,28/05/2024,56,,,
LA_ESTRELLA,07/06/2024,73,,,
LA_ESTRELLA,08/06/2024,61,,,
LA_ESTRELLA,09/06/2024,58,,,
LA_ESTRELLA,27/06/2024,55,,,
LA_ESTRELLA,26/06/2024,64,,,
LA_ESTRELLA,25/06/2024,56,,,
LA_ESTRELLA,24/06/2024,49,,,
LA_ESTRELLA,23/06/2024,64,,,
LA_ESTRELLA,22/06/2024,60,,,
LA_ESTRELLA,21/06/2024,61,,,
LA_ESTRELLA,20/06/2024,59,,,
LA_ESTRELLA,19/06/2024,59,,,
